Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

10:40:19 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:40:20 PM  1000   3738340  214.00    7.00    0.00    0.00  221.00     0  java
10:40:21 PM  1000   3738340   13.00    0.00    0.00    0.00   13.00     0  java
10:40:22 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:23 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:24 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:25 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:26 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:27 PM  1000   3738340    0.00    0.00    0.00    0.00    0.00     0  java
10:40:28 PM  1000   3738340  318.00   21.00    0.00    0.00  339.00     0  java
10:40:29 PM  1000   3738340  374.00   21.00    0.00    0.00  395.00     0  java
10:40:30 PM  1000   3738340  372.00   23.00    0.00    0.00  395.00     0  java
10:40:31 PM  1000   3738340  372.00   23.00    0.00    0.00  395.00     0  java
10:40:32 PM  1000   3738340  361.00   32.00    0.00    0.00  393.00     0  java
10:40:33 PM  1000   3738340  359.00   34.00    0.00    0.00  393.00     0  java
10:40:34 PM  1000   3738340  356.00   34.00    0.00    0.00  390.00     0  java
10:40:35 PM  1000   3738340  351.00   41.00    0.00    0.00  392.00     0  java
10:40:36 PM  1000   3738340  348.00   44.00    0.00    0.00  392.00     0  java
10:40:37 PM  1000   3738340  345.00   45.00    0.00    0.00  390.00     0  java
10:40:38 PM  1000   3738340  337.00   53.00    0.00    0.00  390.00     0  java
10:40:39 PM  1000   3738340  329.00   60.00    0.00    0.00  389.00     0  java
10:40:40 PM  1000   3738340  316.00   72.00    0.00    0.00  388.00     0  java
10:40:41 PM  1000   3738340  290.00   96.00    0.00    0.00  386.00     0  java
10:40:42 PM  1000   3738340  273.00  111.00    0.00    0.00  384.00     0  java
10:40:43 PM  1000   3738340  269.00  114.00    0.00    0.00  383.00     0  java
10:40:44 PM  1000   3738340  270.30  108.91    0.00    0.00  379.21     0  java
10:40:45 PM  1000   3738340  272.73  115.15    0.00    0.00  387.88     0  java
10:40:46 PM  1000   3738340  275.25  103.96    0.00    0.00  379.21     0  java
10:40:47 PM  1000   3738340  267.00  115.00    0.00    0.00  382.00     0  java
10:40:48 PM  1000   3738340  266.00  114.00    0.00    0.00  380.00     0  java
10:40:49 PM  1000   3738340  278.00  105.00    0.00    0.00  383.00     0  java
10:40:50 PM  1000   3738340  263.00  118.00    0.00    0.00  381.00     0  java
10:40:51 PM  1000   3738340  265.00  118.00    0.00    0.00  383.00     0  java
10:40:52 PM  1000   3738340  258.00  124.00    0.00    0.00  382.00     0  java
10:40:53 PM  1000   3738340  256.00  125.00    0.00    0.00  381.00     0  java
10:40:54 PM  1000   3738340  257.00  125.00    0.00    0.00  382.00     0  java
10:40:55 PM  1000   3738340  253.00  128.00    0.00    0.00  381.00     0  java
10:40:56 PM  1000   3738340  246.00  135.00    0.00    0.00  381.00     0  java
10:40:57 PM  1000   3738340  241.00  137.00    0.00    0.00  378.00     0  java
10:40:58 PM  1000   3738340  233.00  147.00    0.00    0.00  380.00     0  java
10:40:59 PM  1000   3738340  225.00  154.00    0.00    0.00  379.00     0  java
10:41:00 PM  1000   3738340  212.00  166.00    0.00    0.00  378.00     0  java
10:41:01 PM  1000   3738340  208.00  171.00    0.00    0.00  379.00     0  java
10:41:02 PM  1000   3738340  191.00  186.00    0.00    0.00  377.00     0  java
10:41:03 PM  1000   3738340  196.00  182.00    0.00    0.00  378.00     0  java
10:41:04 PM  1000   3738340  191.00  186.00    0.00    0.00  377.00     0  java
10:41:05 PM  1000   3738340  186.00  190.00    0.00    0.00  376.00     0  java
10:41:06 PM  1000   3738340  188.00  190.00    0.00    0.00  378.00     0  java
10:41:07 PM  1000   3738340  185.00  191.00    0.00    0.00  376.00     0  java
10:41:08 PM  1000   3738340  184.00  193.00    0.00    0.00  377.00     0  java
10:41:09 PM  1000   3738340  191.00  186.00    0.00    0.00  377.00     0  java
10:41:10 PM  1000   3738340  180.00  196.00    0.00    0.00  376.00     0  java
10:41:11 PM  1000   3738340  187.00  190.00    0.00    0.00  377.00     0  java
10:41:12 PM  1000   3738340  177.00  200.00    0.00    0.00  377.00     0  java
10:41:13 PM  1000   3738340  178.00  199.00    0.00    0.00  377.00     0  java
10:41:14 PM  1000   3738340  150.00  222.00    0.00    0.00  372.00     0  java
10:41:15 PM  1000   3738340  146.00  227.00    0.00    0.00  373.00     0  java
10:41:16 PM  1000   3738340  144.00  230.00    0.00    0.00  374.00     0  java
10:41:17 PM  1000   3738340  141.00  231.00    0.00    0.00  372.00     0  java
10:41:18 PM  1000   3738340  142.00  232.00    0.00    0.00  374.00     0  java
10:41:19 PM  1000   3738340  145.00  228.00    0.00    0.00  373.00     0  java
10:41:20 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:21 PM  1000   3738340  144.00  229.00    0.00    0.00  373.00     0  java
10:41:22 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:23 PM  1000   3738340  149.00  225.00    0.00    0.00  374.00     0  java
10:41:24 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:25 PM  1000   3738340  148.00  225.00    0.00    0.00  373.00     0  java
10:41:26 PM  1000   3738340  144.00  229.00    0.00    0.00  373.00     0  java
10:41:27 PM  1000   3738340  141.00  233.00    0.00    0.00  374.00     0  java
10:41:28 PM  1000   3738340  145.00  228.00    0.00    0.00  373.00     0  java
10:41:29 PM  1000   3738340  140.00  234.00    0.00    0.00  374.00     0  java
10:41:30 PM  1000   3738340  143.00  231.00    0.00    0.00  374.00     0  java
10:41:31 PM  1000   3738340  140.00  232.00    0.00    0.00  372.00     0  java
10:41:32 PM  1000   3738340  142.00  228.00    0.00    0.00  370.00     0  java
10:41:33 PM  1000   3738340  139.00  235.00    0.00    0.00  374.00     0  java
10:41:34 PM  1000   3738340  141.00  231.00    0.00    0.00  372.00     0  java
10:41:35 PM  1000   3738340  137.00  236.00    0.00    0.00  373.00     0  java
10:41:36 PM  1000   3738340  143.00  231.00    0.00    0.00  374.00     0  java
10:41:37 PM  1000   3738340  140.00  233.00    0.00    0.00  373.00     0  java
10:41:38 PM  1000   3738340  143.00  229.00    0.00    0.00  372.00     0  java
10:41:39 PM  1000   3738340  144.00  230.00    0.00    0.00  374.00     0  java
10:41:40 PM  1000   3738340  138.00  235.00    0.00    0.00  373.00     0  java
10:41:41 PM  1000   3738340  140.00  233.00    0.00    0.00  373.00     0  java
10:41:42 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:43 PM  1000   3738340  138.00  235.00    0.00    0.00  373.00     0  java
10:41:44 PM  1000   3738340  139.00  235.00    0.00    0.00  374.00     0  java
10:41:45 PM  1000   3738340  143.00  231.00    0.00    0.00  374.00     0  java
10:41:46 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:47 PM  1000   3738340  137.00  236.00    0.00    0.00  373.00     0  java
10:41:48 PM  1000   3738340  142.00  233.00    0.00    0.00  375.00     0  java
10:41:49 PM  1000   3738340  135.00  235.00    0.00    0.00  370.00     0  java
10:41:50 PM  1000   3738340  140.00  233.00    0.00    0.00  373.00     0  java
10:41:51 PM  1000   3738340  137.00  236.00    0.00    0.00  373.00     0  java
10:41:52 PM  1000   3738340  141.00  232.00    0.00    0.00  373.00     0  java
10:41:53 PM  1000   3738340  143.00  230.00    0.00    0.00  373.00     0  java
10:41:54 PM  1000   3738340  138.00  234.00    0.00    0.00  372.00     0  java
10:41:55 PM  1000   3738340  142.00  232.00    0.00    0.00  374.00     0  java
10:41:56 PM  1000   3738340  140.00  233.00    0.00    0.00  373.00     0  java
10:41:57 PM  1000   3738340  139.00  233.00    0.00    0.00  372.00     0  java
10:41:58 PM  1000   3738340  142.00  231.00    0.00    0.00  373.00     0  java
10:41:59 PM  1000   3738340  139.00  234.00    0.00    0.00  373.00     0  java
