Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/15/2026 	_x86_64_	(64 CPU)

11:34:08 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:34:09 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:10 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:11 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:12 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:13 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:14 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:15 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:16 PM  1000   3773463    0.00    0.00    0.00    0.00    0.00     2  quarkus3-runner
11:34:17 PM  1000   3773463  165.00   94.00    0.00    0.00  259.00     2  quarkus3-runner
11:34:18 PM  1000   3773463  240.00  132.00    0.00    0.00  372.00     2  quarkus3-runner
11:34:19 PM  1000   3773463  239.00  137.00    0.00    0.00  376.00     2  quarkus3-runner
11:34:20 PM  1000   3773463  239.00  131.00    0.00    0.00  370.00     2  quarkus3-runner
11:34:21 PM  1000   3773463  244.00  133.00    0.00    0.00  377.00     2  quarkus3-runner
11:34:22 PM  1000   3773463  240.00  135.00    0.00    0.00  375.00     2  quarkus3-runner
11:34:23 PM  1000   3773463  236.00  132.00    0.00    0.00  368.00     2  quarkus3-runner
11:34:24 PM  1000   3773463  240.00  135.00    0.00    0.00  375.00     2  quarkus3-runner
11:34:25 PM  1000   3773463  241.00  136.00    0.00    0.00  377.00     2  quarkus3-runner
11:34:26 PM  1000   3773463  235.00  135.00    0.00    0.00  370.00     2  quarkus3-runner
11:34:27 PM  1000   3773463  245.00  128.00    0.00    0.00  373.00     2  quarkus3-runner
11:34:28 PM  1000   3773463  245.00  130.00    0.00    0.00  375.00     2  quarkus3-runner
11:34:29 PM  1000   3773463  240.00  126.00    0.00    0.00  366.00     2  quarkus3-runner
11:34:30 PM  1000   3773463  237.00  129.00    0.00    0.00  366.00     2  quarkus3-runner
11:34:31 PM  1000   3773463  239.00  131.00    0.00    0.00  370.00     2  quarkus3-runner
11:34:32 PM  1000   3773463  238.00  128.00    0.00    0.00  366.00     2  quarkus3-runner
11:34:33 PM  1000   3773463  236.00  128.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:34 PM  1000   3773463  241.00  126.00    0.00    0.00  367.00     2  quarkus3-runner
11:34:35 PM  1000   3773463  242.00  122.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:36 PM  1000   3773463  240.00  125.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:37 PM  1000   3773463  235.00  128.00    0.00    0.00  363.00     2  quarkus3-runner
11:34:38 PM  1000   3773463  235.00  136.00    0.00    0.00  371.00     2  quarkus3-runner
11:34:39 PM  1000   3773463  235.00  129.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:40 PM  1000   3773463  235.00  128.00    0.00    0.00  363.00     2  quarkus3-runner
11:34:41 PM  1000   3773463  232.00  132.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:42 PM  1000   3773463  234.00  136.00    0.00    0.00  370.00     2  quarkus3-runner
11:34:43 PM  1000   3773463  226.00  139.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:44 PM  1000   3773463  229.00  135.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:45 PM  1000   3773463  229.00  136.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:46 PM  1000   3773463  226.00  142.00    0.00    0.00  368.00     2  quarkus3-runner
11:34:47 PM  1000   3773463  226.00  139.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:48 PM  1000   3773463  224.00  141.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:49 PM  1000   3773463  235.00  130.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:50 PM  1000   3773463  230.00  139.00    0.00    0.00  369.00     2  quarkus3-runner
11:34:51 PM  1000   3773463  226.00  136.00    0.00    0.00  362.00     2  quarkus3-runner
11:34:52 PM  1000   3773463  230.00  135.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:53 PM  1000   3773463  232.00  133.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:54 PM  1000   3773463  231.00  133.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:55 PM  1000   3773463  232.00  135.00    0.00    0.00  367.00     2  quarkus3-runner
11:34:56 PM  1000   3773463  227.00  138.00    0.00    0.00  365.00     2  quarkus3-runner
11:34:57 PM  1000   3773463  227.00  137.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:58 PM  1000   3773463  230.00  134.00    0.00    0.00  364.00     2  quarkus3-runner
11:34:59 PM  1000   3773463  231.00  136.00    0.00    0.00  367.00     2  quarkus3-runner
11:35:00 PM  1000   3773463  232.00  134.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:01 PM  1000   3773463  228.00  137.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:02 PM  1000   3773463  231.00  135.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:03 PM  1000   3773463  229.00  135.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:04 PM  1000   3773463  228.00  138.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:05 PM  1000   3773463  228.00  135.00    0.00    0.00  363.00     2  quarkus3-runner
11:35:06 PM  1000   3773463  225.00  139.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:07 PM  1000   3773463  230.00  134.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:08 PM  1000   3773463  229.00  135.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:09 PM  1000   3773463  224.00  140.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:10 PM  1000   3773463  236.00  136.00    0.00    0.00  372.00     2  quarkus3-runner
11:35:11 PM  1000   3773463  232.00  132.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:12 PM  1000   3773463  231.00  133.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:13 PM  1000   3773463  226.00  140.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:14 PM  1000   3773463  230.00  136.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:15 PM  1000   3773463  230.00  135.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:16 PM  1000   3773463  230.00  133.00    0.00    0.00  363.00     2  quarkus3-runner
11:35:17 PM  1000   3773463  234.00  135.00    0.00    0.00  369.00     2  quarkus3-runner
11:35:18 PM  1000   3773463  226.00  139.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:19 PM  1000   3773463  226.00  139.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:20 PM  1000   3773463  225.00  141.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:21 PM  1000   3773463  232.00  132.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:22 PM  1000   3773463  229.00  137.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:23 PM  1000   3773463  225.00  139.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:24 PM  1000   3773463  226.00  138.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:25 PM  1000   3773463  228.00  137.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:26 PM  1000   3773463  228.00  138.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:27 PM  1000   3773463  226.00  139.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:28 PM  1000   3773463  236.00  134.00    0.00    0.00  370.00     2  quarkus3-runner
11:35:29 PM  1000   3773463  229.00  134.00    0.00    0.00  363.00     2  quarkus3-runner
11:35:30 PM  1000   3773463  230.00  136.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:31 PM  1000   3773463  230.00  135.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:32 PM  1000   3773463  229.00  138.00    0.00    0.00  367.00     2  quarkus3-runner
11:35:33 PM  1000   3773463  231.00  133.00    0.00    0.00  364.00     2  quarkus3-runner
11:35:34 PM  1000   3773463  229.00  137.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:35 PM  1000   3773463  228.00  138.00    0.00    0.00  366.00     2  quarkus3-runner
11:35:36 PM  1000   3773463  228.00  137.00    0.00    0.00  365.00     2  quarkus3-runner
11:35:37 PM  1000   3773463  232.00  134.00    0.00    0.00  366.00     2  quarkus3-runner
