Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	03/25/2026 	_x86_64_	(64 CPU)

08:48:46 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:48:47 AM  1000   3291084  215.00    6.00    0.00    0.00  221.00     2  java
08:48:48 AM  1000   3291084    5.00    0.00    0.00    0.00    5.00     2  java
08:48:49 AM  1000   3291084    0.00    0.00    0.00    0.00    0.00     2  java
08:48:50 AM  1000   3291084    0.00    0.00    0.00    0.00    0.00     2  java
08:48:51 AM  1000   3291084    0.00    0.00    0.00    0.00    0.00     2  java
08:48:52 AM  1000   3291084    0.00    0.00    0.00    0.00    0.00     2  java
08:48:53 AM  1000   3291084    0.00    0.00    0.00    0.00    0.00     2  java
08:48:54 AM  1000   3291084   82.00    4.00    0.00    0.00   86.00     2  java
08:48:55 AM  1000   3291084  368.00   11.00    0.00    0.00  379.00     2  java
08:48:56 AM  1000   3291084  372.00   23.00    0.00    0.00  395.00     2  java
08:48:57 AM  1000   3291084  350.00   41.00    0.00    0.00  391.00     2  java
08:48:58 AM  1000   3291084  355.00   34.00    0.00    0.00  389.00     2  java
08:48:59 AM  1000   3291084  355.00   34.00    0.00    0.00  389.00     2  java
08:49:00 AM  1000   3291084  345.00   40.00    0.00    0.00  385.00     2  java
08:49:01 AM  1000   3291084  348.00   38.00    0.00    0.00  386.00     2  java
08:49:02 AM  1000   3291084  343.00   44.00    0.00    0.00  387.00     2  java
08:49:03 AM  1000   3291084  328.00   55.00    0.00    0.00  383.00     2  java
08:49:04 AM  1000   3291084  317.00   63.00    0.00    0.00  380.00     2  java
08:49:05 AM  1000   3291084  302.00   73.00    0.00    0.00  375.00     2  java
08:49:06 AM  1000   3291084  295.00   78.00    0.00    0.00  373.00     2  java
08:49:07 AM  1000   3291084  297.00   80.00    0.00    0.00  377.00     2  java
08:49:08 AM  1000   3291084  250.00  119.00    0.00    0.00  369.00     2  java
08:49:09 AM  1000   3291084  248.00  122.00    0.00    0.00  370.00     2  java
08:49:10 AM  1000   3291084  247.00  121.00    0.00    0.00  368.00     2  java
08:49:11 AM  1000   3291084  247.00  121.00    0.00    0.00  368.00     2  java
08:49:12 AM  1000   3291084  248.00  122.00    0.00    0.00  370.00     2  java
08:49:13 AM  1000   3291084  250.00  119.00    0.00    0.00  369.00     2  java
08:49:14 AM  1000   3291084  244.00  124.00    0.00    0.00  368.00     2  java
08:49:15 AM  1000   3291084  241.00  120.00    0.00    0.00  361.00     2  java
08:49:16 AM  1000   3291084  248.00  120.00    0.00    0.00  368.00     2  java
08:49:17 AM  1000   3291084  249.00  119.00    0.00    0.00  368.00     2  java
08:49:18 AM  1000   3291084  243.00  121.00    0.00    0.00  364.00     2  java
08:49:19 AM  1000   3291084  252.00  118.00    0.00    0.00  370.00     2  java
08:49:20 AM  1000   3291084  241.00  122.00    0.00    0.00  363.00     2  java
08:49:21 AM  1000   3291084  249.00  118.00    0.00    0.00  367.00     2  java
08:49:22 AM  1000   3291084  242.00  122.00    0.00    0.00  364.00     2  java
