Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	02/05/2026 	_x86_64_	(64 CPU)

03:34:17 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:34:18 AM  1000   1598824  219.00    6.00    0.00    0.00  225.00     1  java
03:34:19 AM  1000   1598824   29.00    2.00    0.00    0.00   31.00     1  java
03:34:20 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:21 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:22 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:23 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:24 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:25 AM  1000   1598824    0.00    0.00    0.00    0.00    0.00     1  java
03:34:26 AM  1000   1598824  285.00   19.00    0.00    0.00  304.00     1  java
03:34:27 AM  1000   1598824  376.00   19.00    0.00    0.00  395.00     1  java
03:34:28 AM  1000   1598824  373.00   22.00    0.00    0.00  395.00     1  java
03:34:29 AM  1000   1598824  374.00   20.00    0.00    0.00  394.00     1  java
03:34:30 AM  1000   1598824  378.00   17.00    0.00    0.00  395.00     1  java
03:34:31 AM  1000   1598824  372.00   22.00    0.00    0.00  394.00     1  java
03:34:32 AM  1000   1598824  362.00   29.00    0.00    0.00  391.00     1  java
03:34:33 AM  1000   1598824  366.00   27.00    0.00    0.00  393.00     1  java
03:34:34 AM  1000   1598824  365.00   28.00    0.00    0.00  393.00     1  java
03:34:35 AM  1000   1598824  355.00   37.00    0.00    0.00  392.00     1  java
03:34:36 AM  1000   1598824  345.00   46.00    0.00    0.00  391.00     1  java
03:34:37 AM  1000   1598824  340.00   50.00    0.00    0.00  390.00     1  java
03:34:38 AM  1000   1598824  339.00   52.00    0.00    0.00  391.00     1  java
03:34:39 AM  1000   1598824  326.00   62.00    0.00    0.00  388.00     1  java
03:34:40 AM  1000   1598824  314.00   73.00    0.00    0.00  387.00     1  java
03:34:41 AM  1000   1598824  303.00   83.00    0.00    0.00  386.00     1  java
03:34:42 AM  1000   1598824  280.00  104.00    0.00    0.00  384.00     1  java
03:34:43 AM  1000   1598824  275.00  109.00    0.00    0.00  384.00     1  java
03:34:44 AM  1000   1598824  270.00  114.00    0.00    0.00  384.00     1  java
03:34:45 AM  1000   1598824  266.00  118.00    0.00    0.00  384.00     1  java
03:34:46 AM  1000   1598824  265.00  119.00    0.00    0.00  384.00     1  java
03:34:47 AM  1000   1598824  270.00  114.00    0.00    0.00  384.00     1  java
03:34:48 AM  1000   1598824  256.00  123.00    0.00    0.00  379.00     1  java
03:34:49 AM  1000   1598824  257.00  127.00    0.00    0.00  384.00     1  java
03:34:50 AM  1000   1598824  251.00  131.00    0.00    0.00  382.00     1  java
03:34:51 AM  1000   1598824  254.00  128.00    0.00    0.00  382.00     1  java
03:34:52 AM  1000   1598824  254.00  129.00    0.00    0.00  383.00     1  java
03:34:53 AM  1000   1598824  248.00  134.00    0.00    0.00  382.00     1  java
03:34:54 AM  1000   1598824  243.00  139.00    0.00    0.00  382.00     1  java
03:34:55 AM  1000   1598824  237.00  144.00    0.00    0.00  381.00     1  java
