procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390333184      0 344888    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 390287712      0 392292    0    0 47720     0 5359 4958  0  0 99  0  0
 1  0      0 390282368      0 392352    0    0    56   908 6863 3882  0  1 99  0  0
 2  0      0 390259712      0 433356    0    0 41088    84 7218 5216  1  0 98  0  0
 2  0      0 390273408      0 448716    0    0 17120    12 5660 6788  3  0 96  0  0
 1  0      0 390227392      0 461164    0    0 12696    32 4080 4788  2  0 97  0  0
 0  0      0 390187584      0 463584    0    0  2248     4 1347 1166  1  0 99  0  0
43  0      0 390089632      0 470024    0    0  6048   428 11327 98661  3  1 95  0  0
38  0      0 390084416      0 470244    0    0   220    56 26491 341342  6  4 90  0  0
34  0      0 390085472      0 470260    0    0     0     0 24766 516949  6  4 90  0  0
54  0      0 390084256      0 470340    0    0   140     4 24960 607752  6  4 91  0  0
33  0      0 390083136      0 470520    0    0   100    44 24676 298495  5  4 91  0  0
29  0      0 390081632      0 470712    0    0   176    84 23940 501925  4  4 92  0  0
31  0      0 390081216      0 470760    0    0     8     0 25079 224774  5  4 92  0  0
14  0      0 390083008      0 470780    0    0     0    12 24463 406018  5  4 92  0  0
32  0      0 390084448      0 470884    0    0    96     0 23556 578938  4  4 92  0  0
53  0      0 390089920      0 470984    0    0     0     4 23983 197497  4  4 92  0  0
37  0      0 390086208      0 471128    0    0   128    40 23383 142796  4  4 92  0  0
36  0      0 390085024      0 471092    0    0    32   192 24812 263346  4  4 92  0  0
34  0      0 390094336      0 471212    0    0   108     0 23270 282265  4  4 92  0  0
37  0      0 390098464      0 471232    0    0     0    12 22998 402910  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
29  0      0 390107648      0 471248    0    0     0     0 22839 336097  4  4 92  0  0
32  0      0 390109632      0 471304    0    0     0     4 22779 321619  4  4 92  0  0
30  0      0 390112192      0 471352    0    0     0   116 22817 426682  4  4 92  0  0
56  0      0 390109696      0 471436    0    0     0     4 22985 837984  4  4 92  0  0
 0  0      0 390112000      0 471460    0    0     0     0 22918 704596  4  4 92  0  0
19  0      0 390112640      0 471512    0    0     0    12 22222 289741  4  4 92  0  0
30  0      0 390116032      0 471604    0    0    28     0 22525 742163  4  4 92  0  0
52  0      0 390118336      0 471620    0    0     0   384 23675 342252  4  4 92  0  0
 1  0      0 390111712      0 471604    0    0     0   372 22860 584626  4  4 92  0  0
44  0      0 390114528      0 471524    0    0     0     4 23762 505622  4  4 92  0  0
14  0      0 390118880      0 471548    0    0    24    12 23353 488180  4  4 92  0  0
16  0      0 390119680      0 471592    0    0     0     0 22513 853811  4  4 92  0  0
52  0      0 390122496      0 471604    0    0     0    76 23252 737420  4  4 93  0  0
29  0      0 390104640      0 471624    0    0     0     4 24536 130663  4  4 92  0  0
40  0      0 390097344      0 471648    0    0     0    40 24782 138081  4  4 92  0  0
50  0      0 390100224      0 471700    0    0     0     4 24694 368738  4  4 92  0  0
37  0      0 390100096      0 472360    0    0     4     0 23965 440660  4  4 92  0  0
25  0      0 390108576      0 474264    0    0     0     8 22316 344249  4  4 92  0  0
57  0      0 390108096      0 474276    0    0    72   668 24142 426126  4  4 92  0  0
43  0      0 390112832      0 474288    0    0     0     4 23244 237505  4  4 92  0  0
35  0      0 390114880      0 474300    0    0     0    44 23868 374388  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  0      0 390117504      0 474312    0    0     0     4 23135 441037  4  3 92  0  0
44  0      0 390101152      0 474324    0    0     4   528 23576 185830  4  4 92  0  0
 1  0      0 390101216      0 474336    0    0     0    12 24395 494477  4  4 92  0  0
29  0      0 390104352      0 474348    0    0     0     0 24036 285384  4  4 92  0  0
56  0      0 390107168      0 474264    0    0     0     8 24098 339809  4  4 92  0  0
25  0      0 390108864      0 474488    0    0    24    40 22147 772094  4  4 92  0  0
26  0      0 390110976      0 474508    0    0     0     8 22704 568709  4  4 92  0  0
38  0      0 390118144      0 474424    0    0     0     0 22176 810169  4  4 92  0  0
44  0      0 390118944      0 474448    0    0     0    12 24158 465141  5  4 92  0  0
22  0      0 390104736      0 474496    0    0     0     0 21706 370286  4  3 92  0  0
37  0      0 390106304      0 474548    0    0     0     4 23025 443737  4  4 92  0  0
38  0      0 390114496      0 474600    0    0     0   112 22885 315910  4  3 92  0  0
36  0      0 390114336      0 474620    0    0     0     4 22267 607908  4  4 92  0  0
28  0      0 390119232      0 474640    0    0     0    12 22049 798684  4  4 92  0  0
38  0      0 390120032      0 474656    0    0     0     0 22779 420860  4  4 92  0  0
37  0      0 390114304      0 474680    0    0     0     0 24024 270268  4  4 92  0  0
48  0      0 390105760      0 474776    0    0    20    40 22728 317212  4  3 92  0  0
42  0      0 390106304      0 474796    0    0     0   260 23856 238750  4  4 92  0  0
19  0      0 390109696      0 474820    0    0     0     4 23283 302215  4  4 92  0  0
32  0      0 390110528      0 474868    0    0     0     0 23305 348347  4  4 92  0  0
48  0      0 390110912      0 474884    0    0     0    12 22824 908984  4  4 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390111296      0 474844    0    0     0    80 23491 260797  4  4 92  0  0
48  0      0 390113664      0 474864    0    0     0     4 22823 499866  4  4 92  0  0
27  0      0 390112512      0 474880    0    0     0    40 22991 232214  5  4 92  0  0
29  0      0 390116928      0 474900    0    0     0     4 22413 609196  4  4 92  0  0
49  0      0 390120992      0 474988    0    0     0     0 22606 210778  4  4 92  0  0
45  0      0 390120160      0 475008    0    0     0    12 22621 169934  5  4 92  0  0
39  0      0 390126144      0 475024    0    0     0     0 23369 228465  4  3 92  0  0
41  0      0 390129952      0 475032    0    0     0   388 22787 531241  4  4 92  0  0
14  0      0 390136320      0 475048    0    0    16    44 22398 298162  4  3 92  0  0
26  0      0 390120032      0 475024    0    0     0     4 22587 136635  4  3 92  0  0
29  0      0 390118976      0 475040    0    0     0    84 22903 388164  4  4 92  0  0
36  0      0 390118784      0 475020    0    0     0     0 22567 232972  4  3 92  0  0
26  0      0 390118816      0 475032    0    0     0     0 22008 394859  4  4 92  0  0
43  0      0 390108736      0 475044    0    0     0     8 23186 197097  4  4 92  0  0
31  0      0 390107360      0 475156    0    0     0    40 24507 226307  4  4 92  0  0
46  0      0 390108928      0 475168    0    0     0     4 24089 526652  4  4 92  0  0
36  0      0 390119136      0 475260    0    0     0     0 23707 404711  4  4 92  0  0
26  0      0 390123840      0 475284    0    0     0     8 23793 334024  4  4 92  0  0
33  0      0 390132256      0 475300    0    0     0     0 22181 590173  4  4 92  0  0
38  0      0 390136192      0 475316    0    0     0     4 23054 394202  4  4 92  0  0
39  0      0 390118400      0 475372    0    0     0   116 23142 169422  4  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
47  0      0 390107936      0 475328    0    0     0     4 23602 142087  4  3 92  0  0
