Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/20/2026 	_x86_64_	(64 CPU)

02:58:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:58:07 PM  1000    416744  275.00    5.00    0.00    0.00  280.00     0  java
02:58:08 PM  1000    416744  303.00    7.00    0.00    0.00  310.00     0  java
02:58:09 PM  1000    416744  245.00   12.00    0.00    0.00  257.00     0  java
02:58:10 PM  1000    416744  237.00    3.00    0.00    0.00  240.00     0  java
02:58:11 PM  1000    416744   99.00    1.00    0.00    0.00  100.00     0  java
02:58:12 PM  1000    416744    0.00    0.00    0.00    0.00    0.00     0  java
02:58:13 PM  1000    416744    0.00    0.00    0.00    0.00    0.00     0  java
02:58:14 PM  1000    416744    0.00    0.00    0.00    0.00    0.00     0  java
02:58:15 PM  1000    416744  250.00   13.00    0.00    0.00  263.00     0  java
02:58:16 PM  1000    416744  374.00   19.00    0.00    0.00  393.00     0  java
02:58:17 PM  1000    416744  373.00   21.00    0.00    0.00  394.00     0  java
02:58:18 PM  1000    416744  372.00   22.00    0.00    0.00  394.00     0  java
02:58:19 PM  1000    416744  370.00   23.00    0.00    0.00  393.00     0  java
02:58:20 PM  1000    416744  370.00   22.00    0.00    0.00  392.00     0  java
02:58:21 PM  1000    416744  365.00   23.00    0.00    0.00  388.00     0  java
02:58:22 PM  1000    416744  369.00   24.00    0.00    0.00  393.00     0  java
02:58:23 PM  1000    416744  362.00   29.00    0.00    0.00  391.00     0  java
02:58:24 PM  1000    416744  365.00   27.00    0.00    0.00  392.00     0  java
02:58:25 PM  1000    416744  360.00   32.00    0.00    0.00  392.00     0  java
02:58:26 PM  1000    416744  358.00   34.00    0.00    0.00  392.00     0  java
02:58:27 PM  1000    416744  352.00   38.00    0.00    0.00  390.00     0  java
02:58:28 PM  1000    416744  352.00   40.00    0.00    0.00  392.00     0  java
02:58:29 PM  1000    416744  353.00   38.00    0.00    0.00  391.00     0  java
02:58:30 PM  1000    416744  350.00   38.00    0.00    0.00  388.00     0  java
02:58:31 PM  1000    416744  350.00   41.00    0.00    0.00  391.00     0  java
02:58:32 PM  1000    416744  344.00   46.00    0.00    0.00  390.00     0  java
02:58:33 PM  1000    416744  347.00   43.00    0.00    0.00  390.00     0  java
02:58:34 PM  1000    416744  346.00   45.00    0.00    0.00  391.00     0  java
02:58:35 PM  1000    416744  338.00   52.00    0.00    0.00  390.00     0  java
02:58:36 PM  1000    416744  330.00   58.00    0.00    0.00  388.00     0  java
02:58:37 PM  1000    416744  335.00   54.00    0.00    0.00  389.00     0  java
02:58:38 PM  1000    416744  332.00   57.00    0.00    0.00  389.00     0  java
02:58:39 PM  1000    416744  335.00   54.00    0.00    0.00  389.00     0  java
02:58:40 PM  1000    416744  331.00   57.00    0.00    0.00  388.00     0  java
02:58:41 PM  1000    416744  331.00   57.00    0.00    0.00  388.00     0  java
02:58:42 PM  1000    416744  323.00   65.00    0.00    0.00  388.00     0  java
02:58:43 PM  1000    416744  325.00   63.00    0.00    0.00  388.00     0  java
02:58:44 PM  1000    416744  327.00   60.00    0.00    0.00  387.00     0  java
02:58:45 PM  1000    416744  326.00   61.00    0.00    0.00  387.00     0  java
02:58:46 PM  1000    416744  322.00   65.00    0.00    0.00  387.00     0  java
02:58:47 PM  1000    416744  322.00   65.00    0.00    0.00  387.00     0  java
02:58:48 PM  1000    416744  316.00   71.00    0.00    0.00  387.00     0  java
02:58:49 PM  1000    416744  314.00   72.00    0.00    0.00  386.00     0  java
02:58:50 PM  1000    416744  312.00   72.00    0.00    0.00  384.00     0  java
02:58:51 PM  1000    416744  303.00   82.00    0.00    0.00  385.00     0  java
02:58:52 PM  1000    416744  298.00   87.00    0.00    0.00  385.00     0  java
02:58:53 PM  1000    416744  295.00   87.00    0.00    0.00  382.00     0  java
02:58:54 PM  1000    416744  283.00  101.00    0.00    0.00  384.00     0  java
02:58:55 PM  1000    416744  275.00  106.00    0.00    0.00  381.00     0  java
02:58:56 PM  1000    416744  286.00   96.00    0.00    0.00  382.00     0  java
02:58:57 PM  1000    416744  289.00   94.00    0.00    0.00  383.00     0  java
02:58:58 PM  1000    416744  276.00  107.00    0.00    0.00  383.00     0  java
02:58:59 PM  1000    416744  286.00   96.00    0.00    0.00  382.00     0  java
02:59:00 PM  1000    416744  281.00  102.00    0.00    0.00  383.00     0  java
02:59:01 PM  1000    416744  285.00   98.00    0.00    0.00  383.00     0  java
02:59:02 PM  1000    416744  279.00  103.00    0.00    0.00  382.00     0  java
02:59:03 PM  1000    416744  276.00  107.00    0.00    0.00  383.00     0  java
02:59:04 PM  1000    416744  283.00   98.00    0.00    0.00  381.00     0  java
02:59:05 PM  1000    416744  275.00  108.00    0.00    0.00  383.00     0  java
02:59:06 PM  1000    416744  277.00  105.00    0.00    0.00  382.00     0  java
02:59:07 PM  1000    416744  270.00  110.00    0.00    0.00  380.00     0  java
02:59:08 PM  1000    416744  276.00  106.00    0.00    0.00  382.00     0  java
02:59:09 PM  1000    416744  271.00  111.00    0.00    0.00  382.00     0  java
02:59:10 PM  1000    416744  268.00  113.00    0.00    0.00  381.00     0  java
02:59:11 PM  1000    416744  276.00  107.00    0.00    0.00  383.00     0  java
02:59:12 PM  1000    416744  273.00  108.00    0.00    0.00  381.00     0  java
02:59:13 PM  1000    416744  272.00  110.00    0.00    0.00  382.00     0  java
02:59:14 PM  1000    416744  271.00  110.00    0.00    0.00  381.00     0  java
02:59:15 PM  1000    416744  275.00  106.00    0.00    0.00  381.00     0  java
02:59:16 PM  1000    416744  276.00  107.00    0.00    0.00  383.00     0  java
02:59:17 PM  1000    416744  265.00  117.00    0.00    0.00  382.00     0  java
02:59:18 PM  1000    416744  265.00  116.00    0.00    0.00  381.00     0  java
02:59:19 PM  1000    416744  261.00  120.00    0.00    0.00  381.00     0  java
02:59:20 PM  1000    416744  265.00  117.00    0.00    0.00  382.00     0  java
02:59:21 PM  1000    416744  256.00  125.00    0.00    0.00  381.00     0  java
02:59:22 PM  1000    416744  262.00  116.00    0.00    0.00  378.00     0  java
02:59:23 PM  1000    416744  254.00  126.00    0.00    0.00  380.00     0  java
02:59:24 PM  1000    416744  267.00  115.00    0.00    0.00  382.00     0  java
02:59:25 PM  1000    416744  253.00  127.00    0.00    0.00  380.00     0  java
02:59:26 PM  1000    416744  262.00  120.00    0.00    0.00  382.00     0  java
02:59:27 PM  1000    416744  246.00  134.00    0.00    0.00  380.00     0  java
02:59:28 PM  1000    416744  247.00  132.00    0.00    0.00  379.00     0  java
02:59:29 PM  1000    416744  254.00  127.00    0.00    0.00  381.00     0  java
02:59:30 PM  1000    416744  246.00  133.00    0.00    0.00  379.00     0  java
02:59:31 PM  1000    416744  257.00  124.00    0.00    0.00  381.00     0  java
02:59:32 PM  1000    416744  245.00  134.00    0.00    0.00  379.00     0  java
02:59:33 PM  1000    416744  247.00  132.00    0.00    0.00  379.00     0  java
02:59:34 PM  1000    416744  234.00  146.00    0.00    0.00  380.00     0  java
02:59:35 PM  1000    416744  233.00  145.00    0.00    0.00  378.00     0  java
02:59:36 PM  1000    416744  227.00  149.00    0.00    0.00  376.00     0  java
02:59:37 PM  1000    416744  219.00  160.00    0.00    0.00  379.00     0  java
02:59:38 PM  1000    416744  223.00  154.00    0.00    0.00  377.00     0  java
02:59:39 PM  1000    416744  224.00  155.00    0.00    0.00  379.00     0  java
02:59:40 PM  1000    416744  228.00  151.00    0.00    0.00  379.00     0  java
02:59:41 PM  1000    416744  224.00  150.00    0.00    0.00  374.00     0  java
02:59:42 PM  1000    416744  219.00  158.00    0.00    0.00  377.00     0  java
02:59:43 PM  1000    416744  219.00  159.00    0.00    0.00  378.00     0  java
02:59:44 PM  1000    416744  219.00  159.00    0.00    0.00  378.00     0  java
02:59:45 PM  1000    416744  217.00  160.00    0.00    0.00  377.00     0  java
02:59:46 PM  1000    416744  216.00  161.00    0.00    0.00  377.00     0  java
02:59:47 PM  1000    416744  209.00  167.00    0.00    0.00  376.00     0  java
02:59:48 PM  1000    416744  210.00  165.00    0.00    0.00  375.00     0  java
