Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	01/20/2026 	_x86_64_	(64 CPU)

01:06:43 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:06:44 PM  1000    325951  295.00    5.00    0.00    0.00  300.00     2  java
01:06:45 PM  1000    325951  295.00    6.00    0.00    0.00  301.00     2  java
01:06:46 PM  1000    325951  281.00    6.00    0.00    0.00  287.00     2  java
01:06:47 PM  1000    325951  257.00    5.00    0.00    0.00  262.00     2  java
01:06:48 PM  1000    325951  169.00    1.00    0.00    0.00  170.00     2  java
01:06:49 PM  1000    325951    0.00    0.00    0.00    0.00    0.00     2  java
01:06:50 PM  1000    325951    0.00    0.00    0.00    0.00    0.00     2  java
01:06:51 PM  1000    325951    0.00    0.00    0.00    0.00    0.00     2  java
01:06:52 PM  1000    325951  217.00    7.00    0.00    0.00  224.00     2  java
01:06:53 PM  1000    325951  368.00   12.00    0.00    0.00  380.00     2  java
01:06:54 PM  1000    325951  377.00   15.00    0.00    0.00  392.00     2  java
01:06:55 PM  1000    325951  378.00   12.00    0.00    0.00  390.00     2  java
01:06:56 PM  1000    325951  374.00   15.00    0.00    0.00  389.00     2  java
01:06:57 PM  1000    325951  373.00   19.00    0.00    0.00  392.00     2  java
01:06:58 PM  1000    325951  366.00   22.00    0.00    0.00  388.00     2  java
01:06:59 PM  1000    325951  351.00   34.00    0.00    0.00  385.00     2  java
01:07:00 PM  1000    325951  352.00   35.00    0.00    0.00  387.00     2  java
01:07:01 PM  1000    325951  356.00   31.00    0.00    0.00  387.00     2  java
01:07:02 PM  1000    325951  353.00   32.00    0.00    0.00  385.00     2  java
01:07:03 PM  1000    325951  350.00   35.00    0.00    0.00  385.00     2  java
01:07:04 PM  1000    325951  351.00   35.00    0.00    0.00  386.00     2  java
01:07:05 PM  1000    325951  345.00   39.00    0.00    0.00  384.00     2  java
01:07:06 PM  1000    325951  338.00   44.00    0.00    0.00  382.00     2  java
01:07:07 PM  1000    325951  331.00   50.00    0.00    0.00  381.00     2  java
01:07:08 PM  1000    325951  321.00   57.00    0.00    0.00  378.00     2  java
01:07:09 PM  1000    325951  308.00   67.00    0.00    0.00  375.00     2  java
01:07:10 PM  1000    325951  305.00   67.00    0.00    0.00  372.00     2  java
01:07:11 PM  1000    325951  267.00   98.00    0.00    0.00  365.00     2  java
01:07:12 PM  1000    325951  269.00   96.00    0.00    0.00  365.00     2  java
01:07:13 PM  1000    325951  263.00  100.00    0.00    0.00  363.00     2  java
01:07:14 PM  1000    325951  265.00  100.00    0.00    0.00  365.00     2  java
01:07:15 PM  1000    325951  263.00  104.00    0.00    0.00  367.00     2  java
01:07:16 PM  1000    325951  263.00  102.00    0.00    0.00  365.00     2  java
01:07:17 PM  1000    325951  258.00  106.00    0.00    0.00  364.00     2  java
01:07:18 PM  1000    325951  263.00  103.00    0.00    0.00  366.00     2  java
01:07:19 PM  1000    325951  259.00  105.00    0.00    0.00  364.00     2  java
01:07:20 PM  1000    325951  268.00   98.00    0.00    0.00  366.00     2  java
01:07:21 PM  1000    325951  264.00  100.00    0.00    0.00  364.00     2  java
01:07:22 PM  1000    325951  267.00   99.00    0.00    0.00  366.00     2  java
01:07:23 PM  1000    325951  264.00  100.00    0.00    0.00  364.00     2  java
01:07:24 PM  1000    325951  258.00  106.00    0.00    0.00  364.00     2  java
