procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0   3976 390661696      0 980128    0    0     2     2    0    0  0  0 100  0  0
 1  0   3976 390658208      0 980744    0    0    92    28 7701 5260  0  1 99  0  0
 2  0   3976 390622880      0 1004624    0    0    92    84 14972 9832  1  1 98  0  0
 4  0   3976 390495392      0 1047388    0    0 20380 64492 10797 9270  3  1 96  1  0
 4  0   3976 390466080      0 1073432    0    0 19184    36 13176 12025  3  0 96  0  0
 2  0   3976 390365376      0 1103788    0    0 11984    32 5316 5978  3  0 96  0  0
 0  0   3976 390319904      0 1110208    0    0  2992     4 6823 6054  2  0 98  0  0
19  0   3976 390189888      0 1130996    0    0  7596    20 5661 7133  3  0 97  0  0
25  0   3976 390129120      0 1131640    0    0     4   512 7526 7359  7  0 93  0  0
12  0   3976 390078208      0 1131684    0    0     0    60 7219 10168  7  0 93  0  0
17  0   3976 390053344      0 1135380    0    0  3680    72 8226 16714  7  1 92  0  0
15  0   3976 390025088      0 1136272    0    0   752   116 9328 20298  8  1 92  0  0
30  0   3976 390006720      0 1136708    0    0   296    16 9203 23233  7  1 92  0  0
23  0   3976 389962368      0 1136976    0    0   128    52 9495 28456  7  1 92  0  0
21  0   3976 389933568      0 1137324    0    0   136     0 10260 34027  7  1 92  0  0
21  0   3976 389855168      0 1138512    0    0   676    48 10340 36939  6  1 92  0  0
28  0   3976 389849856      0 1138916    0    0   148   112 10275 36883  6  1 93  0  0
24  0   3976 389841568      0 1139272    0    0    64    40 9885 36488  6  1 93  0  0
11  0   3976 389834624      0 1139556    0    0     0    68 10423 36976  6  1 92  0  0
30  0   3976 389830400      0 1139768    0    0     0     0 9939 36798  6  1 93  0  0
29  0   3976 389710016      0 1141776    0    0   460     8 10790 37281  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
33  0   3976 389690304      0 1142328    0    0     0   128 10187 37174  7  1 92  0  0
29  0   3976 389676704      0 1144152    0    0  1228   116 10844 38417  7  1 92  0  0
16  0   3976 389678400      0 1144436    0    0     0    40 10246 36760  6  1 93  0  0
13  0   3976 389681952      0 1144720    0    0     0 45516 10369 38235  6  1 93  0  0
32  0   3976 389629344      0 1145804    0    0   428    68 10891 38414  7  1 92  0  0
18  0   3976 389625056      0 1146516    0    0     0     8 10591 37195  7  1 92  0  0
27  0   3976 389626240      0 1147436    0    0     0    48 10984 39082  7  1 92  0  0
40  0   3976 389623808      0 1147748    0    0   100     8 10190 38943  6  1 93  0  0
25  0   3976 389623072      0 1148104    0    0     8  2124 10331 38718  6  1 93  0  0
21  0   3976 389660896      0 1150432    0    0     4    24 11612 38752  7  1 92  0  0
19  0   3976 389666304      0 1151056    0    0     0   212 10497 38663  6  1 92  0  0
29  0   3976 389607392      0 1152244    0    0   484   636 11033 39619  7  1 92  0  0
23  0   3976 389606016      0 1152592    0    0     0    60 10316 38936  6  1 93  0  0
25  0   3976 389609184      0 1152876    0    0     0     4 10222 38900  6  1 93  0  0
20  0   3976 389608384      0 1153160    0    0     0    48 10413 39184  6  1 93  0  0
21  0   3976 389573952      0 1156584    0    0    20    60 11174 39303  7  1 92  0  0
36  0   3976 389567808      0 1157964    0    0  1096     8 10714 39619  6  1 92  0  0
22  0   3976 389563008      0 1158684    0    0    64     0 10867 39798  7  1 92  0  0
34  0   3976 389562112      0 1158896    0    0    36   304 10025 39275  6  1 93  0  0
31  0   3976 389558016      0 1161428    0    0     0    12 10487 38789  7  1 92  0  0
41  0   3976 389590080      0 1162028    0    0     4   556 10850 40056  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
25  0   3976 389544704      0 1162996    0    0     0    28 11066 40502  7  1 92  0  0
12  0   3976 389545120      0 1163292    0    0     0     0 10218 40080  6  1 93  0  0
19  0   3976 389545536      0 1163568    0    0     0     8 10506 40185  6  1 93  0  0
22  0   3976 389547776      0 1164144    0    0   288     0 10717 40512  6  1 93  0  0
27  0   3976 389451712      0 1165600    0    0   112     8 11832 40721  7  1 92  0  0
27  0   3976 389452672      0 1166228    0    0     0     0 10986 40609  6  1 92  0  0
36  0   3976 389454752      0 1166588    0    0     0    16 10717 40365  6  1 93  0  0
37  0   3976 389451040      0 1166876    0    0     0    16 11125 40914  7  1 92  0  0
39  0   3976 389451072      0 1169268    0    0     0     4 11496 41243  7  1 92  0  0
29  0   3976 389647840      0 1169548    0    0     0    80 11470 40750  6  1 92  0  0
29  0   3976 389657856      0 1169708    0    0     0     0 11827 42429  6  1 93  0  0
38  0   3976 389604544      0 1170328    0    0     0     8 11502 41648  6  1 92  0  0
46  0   3976 389568640      0 1171240    0    0   240   516 11888 41971  7  1 92  0  0
22  0   3976 389582720      0 1171824    0    0   300   100 11590 41271  7  1 92  0  0
32  0   3976 389582560      0 1172176    0    0     0     0 11363 41332  6  1 92  0  0
27  0   3976 389586304      0 1172828    0    0     0     8 11104 41019  7  1 92  0  0
