procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   3976 390688416      0 978744    0    0     2     2    0    0  0  0 100  0  0
 4  1   3976 390655552      0 985552    0    0  6552     0 12284 7454  5  1 94  0  0
 6  0   3976 390563904      0 1006852    0    0  5488 53620 13615 8270  5  1 93  0  0
 2  0   3976 390508096      0 1021196    0    0 14484  1092 7838 6196  4  0 95  0  0
 4  0   3976 390416160      0 1042872    0    0  5060    24 6468 4904  4  0 96  0  0
 3  0   3976 390373120      0 1022212    0    0  2780    32 4755 3557  5  0 95  0  0
 4  0   3976 390292928      0 1028656    0    0  6388    24 8900 7996  6  0 94  0  0
 0  1   3976 390244416      0 1049248    0    0 22900 18380 11070 10791  4  1 95  0  0
 3  0   3976 390149440      0 1059276    0    0  9840    12 4503 5165  3  0 97  0  0
 0  0   3976 390118496      0 1062152    0    0  2468     0 3239 3284  2  0 98  0  0
 8  0   3976 390073888      0 1063708    0    0  1524    40 3708 6215  3  0 97  0  0
 7  0   3976 390042240      0 1065056    0    0   924   648 7527 9218  7  0 93  0  0
 7  0   3976 390010976      0 1068596    0    0  3508    72 8015 11568  7  0 93  0  0
 8  0   3976 389977280      0 1068848    0    0   220   352 8585 14172  7  1 92  0  0
 7  0   3976 389958944      0 1069124    0    0   248     0 9573 17951  7  1 92  0  0
 6  0   3976 389936448      0 1069364    0    0   104     0 9694 20624  7  1 92  0  0
 7  0   3976 389910816      0 1069580    0    0    64    52 11081 27607  7  1 92  0  0
 8  0   3976 389729280      0 1072132    0    0  1496    48 12488 30511  7  1 92  0  0
 6  0   3976 389726752      0 1072280    0    0     0   104 10552 29060  6  1 93  0  0
 7  0   3976 389702496      0 1072604    0    0     0     8 10964 31794  6  1 93  0  0
 6  0   3976 389703584      0 1072756    0    0     0    12 11048 35499  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   3976 389703648      0 1073128    0    0    68     8 11056 32794  6  1 93  0  0
 6  0   3976 389686080      0 1074160    0    0   300    56 10369 33305  6  1 93  0  0
 6  0   3976 389689824      0 1074376    0    0     0    48 10941 34739  6  1 93  0  0
 7  0   3976 389686080      0 1074612    0    0     0   104 11421 37775  6  1 93  0  0
 7  0   3976 389691680      0 1075004    0    0   368    24 12396 42071  7  1 92  0  0
 7  0   3976 389696448      0 1075516    0    0     0    12 12959 45129  6  1 93  0  0
 6  0   3976 389703968      0 1075968    0    0    96     8 11979 42623  7  1 92  0  0
 6  0   3976 389652288      0 1076632    0    0   144    84 14051 48626  7  1 92  0  0
11  0   3976 389492640      0 1077344    0    0     8   116 14561 51174  7  1 92  0  0
 6  0   3976 389433600      0 1078736    0    0    36   764 15427 57815  7  1 92  0  0
 7  0   3976 389446464      0 1079256    0    0   212    24 15628 67759  6  1 92  0  0
 6  0   3976 389482880      0 1081832    0    0   408     8 19569 74682  7  2 91  0  0
 6  0   3976 389482816      0 1082656    0    0     0 12288 17672 84948  7  2 92  0  0
 5  0   3976 389489760      0 1083132    0    0    16     8 19670 105507  6  2 92  0  0
 4  0   3976 389481984      0 1083612    0    0     0    40 21527 117039  7  2 91  0  0
 8  0   3976 389440672      0 1085096    0    0     0     4 20869 121874  7  2 90  0  0
 8  0   3976 389438496      0 1086136    0    0   380    52 21279 123828  7  2 91  0  0
 5  0   3976 389439680      0 1087884    0    0   112 11548 22511 124511  8  2 90  0  0
 8  0   3976 389375008      0 1088704    0    0   104   344 20734 126448  6  2 91  0  0
 7  0   3976 389367040      0 1089676    0    0     0     0 21515 126184  8  2 90  0  0
 5  0   3976 389264448      0 1090788    0    0     0     0 22819 125243  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   3976 389221568      0 1091516    0    0     0   348 22205 122939  7  2 90  0  0
 6  0   3976 389186208      0 1097008    0    0    32   696 24514 122811  7  2 91  0  0
 4  0   3976 389183744      0 1098232    0    0    96   116 22379 125129  7  2 91  0  0
 9  0   3976 389180544      0 1098888    0    0     0     0 21713 124140  7  2 90  0  0
 6  0   3976 389269856      0 1100320    0    0    76     0 22519 123691  7  2 91  0  0
 4  0   3976 389276928      0 1101280    0    0   304     8 22258 124725  7  2 91  0  0
 8  0   3976 389280896      0 1101928    0    0     0  1380 20649 124066  7  2 91  0  0
 5  0   3976 389140512      0 1103844    0    0    68    24 21657 112405  8  2 90  0  0
 7  0   3976 389137024      0 1104580    0    0     0     0 21195 125474  6  2 91  0  0
 7  0   3976 389113312      0 1105220    0    0     0     8 21126 123318  7  2 91  0  0
 9  0   3976 389113952      0 1106076    0    0   148     0 21624 126199  7  2 90  0  0
 8  0   3976 389133440      0 1112304    0    0     0 36056 22368 126179  7  2 90  0  0
 4  0   3976 389168160      0 1113848    0    0   192     8 21961 126004  7  2 91  0  0
 5  0   3976 389234720      0 1116532    0    0  1588    12 23038 125356  7  2 91  0  0
 5  0   3976 389292512      0 1117176    0    0     0     8 21167 126666  7  2 91  0  0
 7  0   3976 389250208      0 1119052    0    0   540     0 21820 125793  8  2 90  0  0
 5  0   3976 389143424      0 1120584    0    0   188     0 20938 121400  7  2 90  0  0
 5  0   3976 389115200      0 1122480    0    0     0    24 21623 125932  7  2 90  0  0
 8  0   3976 389102656      0 1123352    0    0   140   264 20810 123346  7  2 91  0  0
 6  0   3976 389101152      0 1124120    0    0     0   248 21407 122046  7  2 91  0  0
15  0   3976 389098624      0 1125428    0    0    44    24 19880 105537  8  2 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   3976 389085056      0 1130944    0    0    16     4 20672 108034  7  2 91  0  0
 6  0   3976 389087104      0 1131436    0    0     0     0 20706 126018  6  2 91  0  0
 4  0   3976 389087616      0 1132168    0    0    20     8 21594 120057  7  2 91  0  0
 5  0   3976 389114432      0 1133356    0    0     0     4 22346 115312  7  2 90  0  0
 8  0   3976 389093280      0 1134636    0    0    16   220 21365 122621  7  2 90  0  0
 8  0   3976 389091584      0 1135428    0    0    80   264 20639 126139  6  2 91  0  0
11  0   3976 389056448      0 1136896    0    0   128    24 21500 126334  8  2 90  0  0
 6  0   3976 389003520      0 1139128    0    0    16   708 21361 125211  8  2 90  0  0
 6  0   3976 389003392      0 1139612    0    0     0     0 20120 107900  6  2 91  0  0
 8  0   3976 388992384      0 1140492    0    0    64   100 20587 107774  7  2 91  0  0
 4  0   3976 388972384      0 1146564    0    0   252   444 21686 126381  7  2 90  0  0
 6  0   3976 388971488      0 1147292    0    0     0 35624 20747 125854  6  2 91  0  0
 5  0   3976 389135360      0 1147944    0    0     0     0 21431 128203  7  2 91  0  0
 8  0   3976 389217472      0 1148668    0    0     0     8 21359 123651  7  2 91  0  0
 9  0   3976 389087232      0 1150004    0    0     0     0 21817 117772  8  3 90  0  0
 8  0   3976 389052896      0 1151340    0    0     0     4 21026 124454  7  2 90  0  0
 6  0   3976 389037632      0 1152724    0    0     0     8 21213 127158  7  2 91  0  0
 5  0   3976 389024416      0 1153920    0    0     0    16 21458 127266  7  3 90  0  0
 7  0   3976 389003264      0 1155192    0    0    16     8 21743 124892  7  2 90  0  0
 6  0   3976 388951360      0 1156040    0    0   108     0 21804 126674  7  2 91  0  0
10  0   3976 388899936      0 1162104    0    0   128     4 25006 125577  9  3 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   3976 388899840      0 1163300    0    0   100     4 24080 125397  9  2 89  0  0
 6  0   3976 388899584      0 1164100    0    0    80    20 21890 127846  9  2 89  0  0
 8  0   3976 388866592      0 1155648    0    0     0     0 20909 126028  7  2 90  0  0
 7  0   3976 388887808      0 1157436    0    0    16     8 24409 119107  8  2 90  0  0
 6  0   3976 388942048      0 1158084    0    0     0     0 20654 120732  7  2 91  0  0
 6  0   3976 388915552      0 1159976    0    0    16     8 22723 120584  7  3 90  0  0
 5  0   3976 388982976      0 1160708    0    0     4 33660 22158 126125  7  2 90  0  0
 5  0   3976 388992928      0 1162016    0    0    92   268 21258 126946  7  2 90  0  0
 8  0   3976 388996288      0 1162748    0    0     0   248 20969 124356  7  2 90  0  0
 5  0   3976 388994048      0 1168564    0    0     0     0 22515 126088  7  2 90  0  0
 8  0   3976 388997184      0 1169292    0    0     0     8 21539 128384  7  2 91  0  0
 8  0   3976 388994912      0 1170448    0    0     0  4812 21165 126469  7  3 90  0  0
 6  0   3976 389007840      0 1172508    0    0   228    12 22640 128076  8  3 90  0  0
 5  0   3976 389057952      0 1173240    0    0     0     4 21668 128724  7  2 91  0  0
 7  0   3976 389063168      0 1174572    0    0     0   208 22110 127464  7  2 90  0  0
 6  0   3976 389102272      0 1175372    0    0     0   252 21754 122895  7  2 91  0  0
 7  0   3976 389114944      0 1176024    0    0     0    24 21382 126128  7  2 91  0  0
 6  0   3976 389114880      0 1176752    0    0    16     8 20869 127182  7  2 91  0  0
 7  0   3976 389086528      0 1178156    0    0    16     4 21520 126979  8  2 89  0  0
 6  0   3976 389071616      0 1183456    0    0     0    60 20941 127514  7  2 91  0  0
 6  0   3976 389071744      0 1184180    0    0     0   488 21379 126600  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0   3976 389050048      0 1185500    0    0     0     0 21884 126304  8  2 90  0  0
 4  0   3976 389038720      0 1187284    0    0    16     8 21637 121959  7  2 90  0  0
13  0   3976 389019584      0 1188652    0    0    16     0 21304 121398  8  2 90  0  0
 4  0   3976 389010496      0 1189752    0    0     0     4 21429 126704  7  2 91  0  0
 8  0   3976 388991520      0 1190472    0    0     4     8 21177 127778  7  2 91  0  0
 5  0   3976 388977184      0 1191764    0    0    88 32352 20837 126606  7  2 91  0  0
 7  0   3976 388972960      0 1192500    0    0     0   276 21018 126175  6  2 91  0  0
 6  0   3976 389019648      0 1193228    0    0     0     8 22870 127879  8  3 90  0  0
 4  0   3976 389011680      0 1199728    0    0    32     4 22011 128355  8  2 90  0  0
 9  0   3976 389162720      0 1200460    0    0     0    12 23141 128406  7  3 91  0  0
 7  0   3976 389116384      0 1201684    0    0     0     0 21911 127145  7  3 90  0  0
 4  0   3976 389112288      0 1203508    0    0     0     8 21078 127700  7  2 90  0  0
 7  0   3976 389052032      0 1204160    0    0     0     0 20842 127501  7  2 91  0  0
 7  0   3976 389050176      0 1204892    0    0     0     0 21623 127115  7  2 90  0  0
 6  0   3976 389047872      0 1206600    0    0     0     8 21446 128740  7  3 91  0  0
 6  0   3976 389018560      0 1207964    0    0    16    16 21546 128141  7  2 90  0  0
 6  0   3976 388997536      0 1209296    0    0     0   264 21465 121238  7  2 90  0  0
 8  0   3976 388925920      0 1209948    0    0     0    60 21605 123246  7  2 90  0  0
 6  0   3976 388925408      0 1215244    0    0   128   252 22064 126431  7  2 90  0  0
 7  0   3976 388937568      0 1216632    0    0    64     8 21459 126815  7  2 91  0  0
 6  0   3976 388990880      0 1217364    0    0     0     0 22403 127038  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   3976 389103296      0 1218684    0    0     0     4 21497 126406  7  3 90  0  0
