procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   3976 390622048      0 1060960    0    0     2     2    0    0  0  0 100  0  0
 5  0   3976 390577984      0 1071952    0    0 10968     0 12858 10953  5  1 94  0  0
 4  0   3976 390463648      0 1102944    0    0 17092     0 15429 12228  5  1 93  0  0
 3  0   3976 390405984      0 1108312    0    0  5276 51832 8277 8599  5  0 94  0  0
 3  1   3976 390274944      0 1134676    0    0 27572    28 14935 11899  7  1 92  0  0
 1  0   3976 390251584      0 1150440    0    0 16576    32 6953 7747  5  0 94  0  0
 3  0   3976 390149824      0 1160344    0    0  9728     4 4767 5022  3  0 97  0  0
 0  0   3976 390132736      0 1167952    0    0  7348    48 2945 3090  1  0 98  0  0
20  0   3976 390051424      0 1170508    0    0  2164  9472 5804 18700  5  0 95  0  0
86  0   3976 390049664      0 1171072    0    0   220   592 7699 91737  7  1 93  0  0
101  0   3976 390034112      0 1171176    0    0    64   136 7044 44465  7  0 93  0  0
94  0   3976 390034048      0 1171448    0    0   208    44 7694 24072  7  0 92  0  0
98  0   3976 390015904      0 1175564    0    0  4076    56 8484 15419  7  1 92  0  0
92  0   3976 389978720      0 1176200    0    0   480    16 8215 21203  7  1 93  0  0
89  0   3976 389970432      0 1176372    0    0     0     4 7750 21020  7  1 93  0  0
70  0   3976 389962016      0 1176592    0    0   176     0 8160 14863  6  1 93  0  0
44  0   3976 389946144      0 1176768    0    0     0   204 8511 15844  7  1 93  0  0
72  0   3976 389944928      0 1176932    0    0     0    40 8659 17209  7  1 93  0  0
64  0   3976 389930144      0 1177192    0    0    88    12 9159 64383  6  1 93  0  0
61  0   3976 389928544      0 1177492    0    0    64    52 8734 20709  6  1 93  0  0
69  0   3976 389772384      0 1179068    0    0   688    12 9369 18132  7  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
55  0   3976 389773568      0 1179248    0    0     0     0 8811 17952  6  1 93  0  0
74  0   3976 389737792      0 1180412    0    0   716   236 9923 19264  7  1 93  0  0
77  0   3976 389737152      0 1181668    0    0   100   448 9823 32463  7  1 93  0  0
63  0   3976 389745920      0 1181824    0    0     0     4 9359 43098  6  1 93  0  0
64  0   3976 389810720      0 1182208    0    0   236    76 10096 22096  6  1 93  0  0
64  0   3976 389806720      0 1182368    0    0     0     0 9814 23253  6  1 93  0  0
69  0   3976 389802240      0 1183068    0    0   164     8 10061 23690  6  1 93  0  0
62  0   3976 389787936      0 1183236    0    0    12   228 9961 23890  6  1 93  0  0
58  0   3976 389771104      0 1183844    0    0   308    76 10299 24192  6  1 93  0  0
20  0   3976 389759776      0 1184008    0    0     0   280 9727 24738  6  1 93  0  0
74  0   3976 389758528      0 1184484    0    0     0    76 9991 37744  6  1 93  0  0
74  0   3976 389758528      0 1185012    0    0   320     0 10040 49233  6  1 93  0  0
59  0   3976 389678336      0 1186524    0    0     0    36 10298 25205  6  1 93  0  0
67  0   3976 389682496      0 1186984    0    0    40   192 10385 39610  6  1 93  0  0
65  0   3976 389671936      0 1187440    0    0    16    40 10245 101423  6  1 93  0  0
50  0   3976 389667904      0 1188004    0    0     0     4 10853 58651  6  1 93  0  0
13  0   3976 389669120      0 1188300    0    0   128    16 10261 81034  6  1 93  0  0
65  0   3976 389662816      0 1188552    0    0     0     8 9726 27075  6  1 93  0  0
59  0   3976 389659008      0 1188784    0    0    36   340 9966 37094  6  1 93  0  0
57  0   3976 389644128      0 1189300    0    0    16    12 10070 97299  6  1 93  0  0
58  0   3976 389632096      0 1189788    0    0    16     0 9974 46162  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  0   3976 389571264      0 1190676    0    0     0     4 10404 28707  7  1 92  0  0
62  0   3976 389556352      0 1192720    0    0     0    12 10569 30083  6  1 93  0  0
60  0   3976 389634656      0 1192956    0    0     0    16 11190 29862  6  1 93  0  0
73  0   3976 389638080      0 1193128    0    0     0     8 9840 30273  6  1 93  0  0
69  0   3976 389622592      0 1193684    0    0     0     0 10177 30952  6  1 93  0  0
65  0   3976 389615008      0 1194852    0    0   612     0 10352 31940  6  1 93  0  0
87  0   3976 389690432      0 1195112    0    0     0    16 10112 32348  6  1 93  0  0
69  0   3976 389695424      0 1198148    0    0    20    16 10775 34180  6  1 93  0  0
64  0   3976 389693984      0 1198464    0    0     0     8 10102 33895  6  1 93  0  0
65  0   3976 389574240      0 1199440    0    0    32     0 10720 34642  7  1 92  0  0
63  0   3976 389565696      0 1199828    0    0   168   300 10890 36100  7  1 92  0  0
74  0   3976 389547616      0 1202308    0    0   104   848 10357 36748  7  1 92  0  0
55  0   3976 389535744      0 1202892    0    0     0  2968 10636 38356  6  1 92  0  0
62  0   3976 389537792      0 1203368    0    0   156    12 10984 40307  6  1 93  0  0
