procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   3976 390824544      0 913136    0    0     2     2    0    0  0  0 100  0  0
 4  0   3976 390775712      0 918072    0    0  4428     0 12144 7123  5  1 94  0  0
 4  0   3976 390734848      0 929928    0    0  7320     0 14293 8702  6  1 93  0  0
 2  0   3976 390700672      0 939344    0    0  9852  1084 6557 4917  5  0 95  0  0
 2  0   3976 390632992      0 954396    0    0  8436    24 7701 8301  4  0 96  0  0
 0  1   3976 390512608      0 1017968    0    0  5180    48 6395 5538  4  0 95  0  0
 4  0   3976 390497472      0 1021204    0    0  3316   268 4588 3768  4  0 95  0  0
 4  0   3976 390433248      0 1057664    0    0  8812    12 7310 6121  6  0 94  0  0
 6  0   3976 390298368      0 1067380    0    0 10884 85556 13661 12459  5  1 94  0  0
 3  0   3976 390272768      0 1095896    0    0 13484     0 5661 7726  3  0 96  0  0
 2  0   3976 390156512      0 1102044    0    0  6136    44 4709 4510  3  0 97  0  0
 0  0   3976 390152736      0 1102796    0    0   268    44 1465 1814  1  0 99  0  0
16  0   3976 390064608      0 1105728    0    0  2584     4 6346 15615  6  0 94  0  0
46  0   3976 390050720      0 1106084    0    0    88   612 7404 32067  7  0 93  0  0
27  0   3976 390039488      0 1106128    0    0     0 27544 7108 11929  6  0 93  0  0
88  0   3976 390035104      0 1106208    0    0    72     0 7098 8334  6  0 93  0  0
104  0   3976 390036096      0 1106256    0    0     0   136 6905 18252  7  0 93  0  0
105  0   3976 390035616      0 1106288    0    0     0    40 6704 9839  7  0 93  0  0
104  0   3976 390033888      0 1106384    0    0     0     4 7466 11820  7  0 93  0  0
99  0   3976 390017760      0 1110548    0    0  4088    64 7919 14139  7  0 93  0  0
84  0   3976 389992864      0 1110992    0    0   232    48 7834 12411  7  0 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
90  0   3976 389992864      0 1111048    0    0     0     0 7469 11899  6  0 93  0  0
36  0   3976 389971776      0 1111652    0    0   552   156 8356 13344  7  0 93  0  0
