procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   3976 390727744      0 992676    0    0     2     2    0    0  0  0 100  0  0
 1  0   3976 390670464      0 1006452    0    0 12512     0 10827 7436  3  1 96  0  0
 3  0   3976 390646432      0 1008100    0    0  1808     0 10821 7645  1  1 98  0  0
 6  0   3976 390560640      0 1011996    0    0  3704 59192 9533 8715  2  1 97  0  0
 3  0   3976 390545696      0 1028200    0    0 18664    40 7594 8862  3  0 96  0  0
 2  0   3976 390423584      0 1038172    0    0  9644    32 4551 4930  3  0 97  0  0
 0  0   3976 390368320      0 1040176    0    0  1764     4 2827 3067  2  0 98  0  0
 8  0   3976 390294880      0 1048824    0    0  8948    20 4991 7201  3  0 97  0  0
 8  0   3976 390143200      0 1050580    0    0  1008 50600 8140 10641  7  1 92  0  0
 7  0   3976 390120800      0 1050660    0    0    80    64 7195 11227  7  0 93  0  0
 8  0   3976 390077504      0 1055180    0    0  4456    40 9774 17651  7  1 92  0  0
10  0   3976 390043840      0 1055532    0    0   220    44 11626 30495  7  1 92  0  0
 8  0   3976 389917536      0 1056632    0    0   720     4 12685 36848  7  1 92  0  0
 8  0   3976 389879840      0 1057044    0    0   132    68 11746 38394  7  1 92  0  0
 8  0   3976 389864832      0 1057248    0    0     0     0 15217 48606  7  1 92  0  0
 8  0   3976 389839136      0 1057668    0    0    64    56 16947 53424  6  1 92  0  0
 7  0   3976 389811200      0 1058156    0    0   152    44 17062 57776  7  1 92  0  0
 7  0   3976 389808704      0 1058744    0    0     0    40 15343 54025  6  1 92  0  0
 8  0   3976 389786912      0 1059024    0    0     0    64 18384 64005  7  1 92  0  0
 7  0   3976 389787168      0 1059376    0    0     0     0 18344 69790  6  1 92  0  0
 7  0   3976 389798400      0 1061320    0    0   196    12 23989 84109  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0   3976 389687264      0 1062832    0    0   700    60 24048 85377  7  2 91  0  0
 7  0   3976 389685472      0 1064220    0    0   572    44 28885 104416  7  2 91  0  0
 9  0   3976 389672672      0 1064716    0    0     0    48 29764 112515  7  2 91  0  0
 5  0   3976 389671552      0 1065288    0    0     0     4 34688 124917  7  2 91  0  0
 6  0   3976 389664256      0 1067012    0    0   788    48 35814 121856  7  3 90  0  0
 8  0   3976 389563040      0 1068592    0    0    88    24 33203 110690  8  3 89  0  0
20  0   3976 389514528      0 1070140    0    0    84    48 33600 120190  7  2 90  0  0
14  0   3976 389509568      0 1071524    0    0     0    52 34822 121511  7  3 90  0  0
12  0   3976 389507872      0 1072240    0    0     8 12216 34220 120236  7  3 90  0  0
 6  0   3976 389498496      0 1077140    0    0     0   504 37455 126712  8  3 89  0  0
 6  0   3976 389496288      0 1078780    0    0    88    68 35267 119651  7  3 90  0  0
 4  0   3976 389500832      0 1080116    0    0   440     8 35230 118919  7  3 90  0  0
 9  0   3976 389561664      0 1081220    0    0   192    52 35095 120768  7  3 90  0  0
 6  0   3976 389562976      0 1082152    0    0     0    88 34173 118394  7  3 90  0  0
13  0   3976 389562880      0 1083116    0    0     0    40 34054 121477  7  3 90  0  0
15  0   3976 389491360      0 1084912    0    0   128    56 36365 123006  8  3 90  0  0
 7  0   3976 389490368      0 1085984    0    0    64   288 35608 124686  7  3 90  0  0
 4  0   3976 389502400      0 1086868    0    0    28     8 35675 123843  7  3 90  0  0
 6  0   3976 389464064      0 1088540    0    0    36   272 34803 119589  8  3 89  0  0
11  0   3976 389462528      0 1095368    0    0   216     4 35987 120477  8  3 89  0  0
 5  0   3976 389474688      0 1096428    0    0     0     8 32916 115978  7  3 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0   3976 389447744      0 1098068    0    0    32     4 35777 122246  7  3 90  0  0
11  0   3976 389429952      0 1099000    0    0     0    60 35901 122823  8  3 90  0  0
 9  0   3976 389423360      0 1100832    0    0     0    16 35731 124700  7  3 90  0  0
 5  0   3976 389433920      0 1101768    0    0    16 29416 35911 124657  7  3 90  0  0
