procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   2184 390069632      0 1070272    0    0     2     2    0    0  0  0 100  0  0
 4  1   2184 389968832      0 1090132    0    0 18704     0 14726 11341  7  1 92  0  0
 4  0   2184 389893440      0 1097944    0    0  5792  1020 15411 12293  6  1 93  0  0
 5  0   2184 389808896      0 1119168    0    0 20884  4020 10448 8998  6  0 94  0  0
 5  0   2184 389802368      0 1133096    0    0 15836    40 7240 8293  6  0 94  0  0
 1  0   2184 389712192      0 1149080    0    0 19276    32 7004 7562  4  0 96  0  0
 0  0   2184 389643360      0 1152276    0    0  2880     4 2753 3016  2  0 98  0  0
 7  6   2184 389587680      0 1154928    0    0  2800   592 4949 10807  3  0 97  0  0
 7  0   2184 389547296      0 1157208    0    0   440   952 9428 12773  8  0 92  0  0
 8  0   2184 389527584      0 1157240    0    0     0     0 8592 12958  8  1 91  0  0
 9  0   2184 389474624      0 1161048    0    0  3780    56 11244 18437  9  1 90  0  0
 7  0   2184 389428064      0 1163428    0    0  1012    44 12185 26560  8  1 91  0  0
 6  0   2184 389395328      0 1163680    0    0   116    16 11900 30744  7  1 92  0  0
 8  0   2184 389391456      0 1163972    0    0   144  2480 11711 30875  7  1 92  0  0
 6  0   2184 389369056      0 1164612    0    0   416     0 11763 34972  7  1 92  0  0
 6  0   2184 389294368      0 1165520    0    0   408     0 12572 40572  7  1 92  0  0
 6  0   2184 389252256      0 1165740    0    0     0   108 11356 30688  6  1 93  0  0
 7  0   2184 389242624      0 1166264    0    0    88   304 11813 34434  6  1 93  0  0
 9  0   2184 389155040      0 1167904    0    0    44   996 13401 36665  8  1 91  0  0
 7  0   2184 389133856      0 1168636    0    0   204     0 13519 36997  8  1 91  0  0
 8  0   2184 389119712      0 1170220    0    0   564     8 13732 43464  8  1 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   2184 389061600      0 1172096    0    0    36     0 13488 43072  7  1 91  0  0
 8  0   2184 389062464      0 1172428    0    0   136 44904 12998 46694  6  1 92  0  0
10  0   2184 389075840      0 1173036    0    0   376  2388 15531 59568  7  1 92  0  0
 6  0   2184 389071168      0 1173952    0    0   212     4 13120 49906  7  1 92  0  0
 8  0   2184 389109216      0 1174472    0    0   176    68 15035 61751  7  1 92  0  0
 7  0   2184 389109952      0 1174792    0    0    24    16 15223 66663  6  1 92  0  0
 9  0   2184 389091072      0 1175524    0    0     8  3992 18016 74278  7  2 91  0  0
 7  0   2184 388971040      0 1176324    0    0    60   100 18649 80942  7  2 91  0  0
 6  0   2184 388888352      0 1177512    0    0     0    52 18673 105088  7  2 91  0  0
 6  0   2184 388882944      0 1180460    0    0   480    24 18248 95736  7  2 91  0  0
 5  0   2184 388843808      0 1181540    0    0    68    60 19847 108239  7  2 91  0  0
 6  0   2184 388845184      0 1182096    0    0     0     0 18540 112632  6  2 91  0  0
 5  0   2184 388902944      0 1182772    0    0   120   252 19701 112335  7  2 91  0  0
 7  0   2184 388898720      0 1183412    0    0     0     8 19634 112867  7  2 91  0  0
 5  0   2184 388801824      0 1184856    0    0   124    40 19664 113982  7  2 91  0  0
 5  0   2184 388805504      0 1185492    0    0     0    24 18418 112447  6  2 91  0  0
 6  0   2184 388798752      0 1186136    0    0     0     4 18888 112988  7  2 91  0  0
 6  0   2184 388796128      0 1187324    0    0     8   308 20270 112958  8  2 90  0  0
 6  0   2184 388788480      0 1187876    0    0     0     8 18540 113915  6  2 91  0  0
 5  0   2184 388729280      0 1193804    0    0     0     4 22569 109998  8  2 89  0  0
 4  0   2184 388730816      0 1194448    0    0     0     0 18540 105528  6  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0   2184 388682784      0 1195636    0    0     0 21500 19486 108521  7  2 91  0  0
 5  0   2184 388681408      0 1196308    0    0   104   144 18058 111496  6  2 92  0  0
 6  0   2184 388715648      0 1196940    0    0     0     8 19269 113811  7  2 91  0  0
 7  0   2184 388668320      0 1199008    0    0   556     0 19570 114268  7  2 90  0  0
 5  0   2184 388649504      0 1199652    0    0     0     8 19393 114493  7  2 91  0  0
 6  0   2184 388602272      0 1201844    0    0     0   324 19410 113280  8  2 90  0  0
 4  0   2184 388602080      0 1201996    0    0    88   584 20935 113092  8  2 90  0  0
 4  0   2184 388604576      0 1202636    0    0     0    16 18642 114554  6  2 91  0  0
 7  0   2184 388560256      0 1208736    0    0   364     4 20950 114294  8  2 90  0  0
 7  0   2184 388561632      0 1209856    0    0     0     0 18925 110684  7  2 91  0  0
 9  0   2184 388639776      0 1210672    0    0   256     8 19420 106665  7  2 91  0  0
 6  0   2184 388763456      0 1211396    0    0    88 20328 21097 109752  7  2 91  0  0
 7  0   2184 388772864      0 1212188    0    0    64    28 20241 113975  7  2 91  0  0
 5  0   2184 388776768      0 1212880    0    0   128     0 19182 114403  6  2 91  0  0
 9  0   2184 388776160      0 1213520    0    0     0     8 18838 114202  7  2 91  0  0
10  0   2184 388768800      0 1214080    0    0     0     0 18884 113886  7  2 91  0  0
14  0   2184 388657472      0 1215304    0    0    64    24 20735 112136  8  2 90  0  0
 4  0   2184 388605152      0 1218016    0    0  1012     4 19849 110985  7  2 91  0  0
 9  0   2184 388598144      0 1223472    0    0     0   324 18312 87623  8  2 90  0  0
 6  0   2184 388592384      0 1224000    0    0    72     0 18436 94991  6  2 92  0  0
 5  0   2184 388591264      0 1224560    0    0    20   256 18973 112422  6  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0   2184 388599168      0 1225656    0    0     0   128 20025 103375  7  2 91  0  0
 5  0   2184 388736160      0 1226308    0    0     0     0 21912 111934  7  2 91  0  0
 4  0   2184 388610304      0 1227920    0    0    20     0 22099 112328  8  2 90  0  0
 6  0   2184 388608352      0 1228624    0    0    64     4 18719 111661  6  2 91  0  0
 4  0   2184 388546592      0 1230408    0    0     0   220 19074 113279  7  2 90  0  0
 5  0   2184 388509568      0 1231416    0    0     0 20188 19627 105727  8  2 90  0  0
 5  0   2184 388509248      0 1231896    0    0     0    24 18559 111807  6  2 92  0  0
 6  0   2184 388502976      0 1237468    0    0    20    12 19332 113181  8  2 90  0  0
10  0   2184 388501728      0 1238032    0    0     0     0 18696 112879  7  2 91  0  0
 4  0   2184 388503136      0 1238740    0    0    72    28 18881 111088  7  2 91  0  0
 7  0   2184 388502368      0 1239792    0    0     0   344 18283 111338  6  2 91  0  0
 4  0   2184 388551904      0 1240376    0    0     0    12 19079 114535  7  2 91  0  0
 9  0   2184 388653952      0 1241468    0    0     0     0 19499 112934  7  2 91  0  0
 8  0   2184 388519936      0 1243100    0    0     0     0 18679 112084  8  2 90  0  0
 6  0   2184 388516928      0 1244756    0    0     0   152 19393 113608  7  2 90  0  0
 7  0   2184 388569664      0 1245544    0    0     0   592 20401 114200  7  2 91  0  0
 5  0   2184 388562368      0 1246516    0    0     0     0 19509 113959  7  2 91  0  0
 8  0   2184 388453504      0 1253492    0    0   356    12 19863 113268  8  2 89  0  0
 6  0   2184 388456608      0 1254044    0    0     0     0 22842 112637  9  2 89  0  0
 8  0   2184 388468320      0 1254804    0    0   112     0 21258 112903  8  2 89  0  0
 6  0   2184 388370816      0 1246568    0    0   208   128 19599 110373  8  2 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0   2184 388405504      0 1247716    0    0     0 28888 21212 113559  7  2 90  0  0
 6  0   2184 388411936      0 1248356    0    0     0     0 18921 115024  6  2 91  0  0
 6  0   2184 388413184      0 1248996    0    0     0     8 18587 113532  6  2 91  0  0
 5  0   2184 388537056      0 1249556    0    0     0     0 19934 114570  7  2 91  0  0
 5  0   2184 388520256      0 1251152    0    0     0     8 20061 115331  8  2 90  0  0
 7  0   2184 388524288      0 1251908    0    0   112  4836 19353 113339  7  2 91  0  0
10  0   2184 388463968      0 1257740    0    0    16    16 19062 115455  8  2 90  0  0
 8  0   2184 388428864      0 1258448    0    0    64    16 19080 113572  7  2 91  0  0
 4  0   2184 388447648      0 1259688    0    0     0   288 20457 115476  7  2 91  0  0
 5  0   2184 388516992      0 1260804    0    0     0   384 21190 111656  7  2 91  0  0
 5  0   2184 388584576      0 1261444    0    0     0     0 19772 114122  6  2 91  0  0
 7  0   2184 388579712      0 1262548    0    0     0     8 20007 114343  8  2 90  0  0
 5  0   2184 388532448      0 1263672    0    0     0    16 19380 113933  7  2 91  0  0
 8  0   2184 388546400      0 1264308    0    0     0     8 18509 115335  7  2 91  0  0
 6  0   2184 388542208      0 1265652    0    0     0   204 20187 101335  8  2 91  0  0
 5  0   2184 388537536      0 1266208    0    0     0 21696 18871 115670  6  2 91  0  0
 5  0   2184 388522464      0 1271500    0    0     0     4 19742 114018  8  2 90  0  0
 6  0   2184 388591808      0 1272128    0    0     0     8 19828 113604  7  2 91  0  0
 6  0   2184 388644992      0 1273364    0    0     0    20 20320 112722  7  2 91  0  0
 6  0   2184 388620192      0 1274012    0    0     0   128 18712 114225  6  2 91  0  0
 5  0   2184 388613504      0 1274560    0    0     0    20 19742 112915  7  2 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0   2184 388594304      0 1275828    0    0    16     0 19253 114864  7  2 91  0  0
 5  0   2184 388411008      0 1278072    0    0     0     0 19385 113426  8  2 90  0  0
 4  0   2184 388409152      0 1278720    0    0     0    60 18669 115258  6  2 91  0  0
 5  0   2184 388360288      0 1281000    0    0    16   396 20611 115298  8  2 90  0  0
 4  0   2184 388356512      0 1281640    0    0     0     0 19439 112986  7  2 91  0  0
 5  0   2184 388406848      0 1287124    0    0    96 18584 22183 114680  7  2 90  0  0
 5  0   2184 388485728      0 1288204    0    0     0     4 19371 104668  7  2 91  0  0
 6  0   2184 388485760      0 1289304    0    0     0     0 17188 100459  7  2 91  0  0
