Phase,Metric,Start,End,Requests,Responses,Mean,StdDev,Min,p50.0,p90.0,p99.0,p99.9,p99.99,Max,ConnectionErrors,RequestTimeouts,InternalErrors,Invalid,BlockedTime,http.2xx,http.3xx,http.4xx,http.5xx,http.CacheHits,http.OtherStatus,MinSessions,MaxSessions
loadTest,getAllFruits,1780432390600,1780432420617,280026,280026,10711574,8477745,540672,9240575,14483455,54525951,91226111,135266303,159383551,0,0,0,0,0,280026,0,0,0,0,0,0,100
warmup,getAllFruits,1780432240589,1780432360621,978933,978933,12253705,15237925,520192,9371647,17825791,71827455,165675007,570425343,813694975,0,0,0,0,0,978933,0,0,0,0,0,0,100
