Phase,Metric,Start,End,Requests,Responses,Mean,StdDev,Min,p50.0,p90.0,p99.0,p99.9,p99.99,Max,ConnectionErrors,RequestTimeouts,InternalErrors,Invalid,BlockedTime,http.2xx,http.3xx,http.4xx,http.5xx,http.CacheHits,http.OtherStatus,MinSessions,MaxSessions
loadTest,getAllFruits,1780438301652,1780438331667,281785,281785,10643980,19501051,524288,8126463,12582911,89653247,276824063,499122175,532676607,0,0,0,0,0,281785,0,0,0,0,0,0,100
warmup,getAllFruits,1780438151644,1780438271671,981198,981198,12225178,22731716,557056,8388607,15794175,102236159,295698431,738197503,1002438655,0,0,0,0,0,981198,0,0,0,0,0,0,100
