Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	02/05/2026 	_x86_64_	(64 CPU)

08:07:21 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:07:22 AM  1000   1892292  226.00    6.00    0.00    0.00  232.00     0  java
08:07:23 AM  1000   1892292   21.00    1.00    0.00    0.00   22.00     0  java
08:07:24 AM  1000   1892292    0.00    0.00    0.00    0.00    0.00     0  java
08:07:25 AM  1000   1892292    0.00    0.00    0.00    0.00    0.00     0  java
08:07:26 AM  1000   1892292    0.00    0.00    0.00    0.00    0.00     0  java
08:07:27 AM  1000   1892292    0.00    0.00    0.00    0.00    0.00     0  java
08:07:28 AM  1000   1892292    0.00    0.00    0.00    0.00    0.00     0  java
08:07:29 AM  1000   1892292   76.00    3.00    0.00    0.00   79.00     0  java
08:07:30 AM  1000   1892292  355.00   11.00    0.00    0.00  366.00     0  java
08:07:31 AM  1000   1892292  373.00   14.00    0.00    0.00  387.00     0  java
08:07:32 AM  1000   1892292  374.00   15.00    0.00    0.00  389.00     0  java
08:07:33 AM  1000   1892292  372.00   20.00    0.00    0.00  392.00     0  java
08:07:34 AM  1000   1892292  363.00   25.00    0.00    0.00  388.00     0  java
08:07:35 AM  1000   1892292  355.00   32.00    0.00    0.00  387.00     0  java
08:07:36 AM  1000   1892292  351.00   37.00    0.00    0.00  388.00     0  java
08:07:37 AM  1000   1892292  333.00   48.00    0.00    0.00  381.00     0  java
08:07:38 AM  1000   1892292  329.00   52.00    0.00    0.00  381.00     0  java
08:07:39 AM  1000   1892292  324.00   57.00    0.00    0.00  381.00     0  java
08:07:40 AM  1000   1892292  321.00   59.00    0.00    0.00  380.00     0  java
08:07:41 AM  1000   1892292  321.00   57.00    0.00    0.00  378.00     0  java
08:07:42 AM  1000   1892292  316.00   61.00    0.00    0.00  377.00     0  java
08:07:43 AM  1000   1892292  307.00   70.00    0.00    0.00  377.00     0  java
08:07:44 AM  1000   1892292  312.00   66.00    0.00    0.00  378.00     0  java
08:07:45 AM  1000   1892292  290.00   83.00    0.00    0.00  373.00     0  java
08:07:46 AM  1000   1892292  250.00  112.00    0.00    0.00  362.00     0  java
08:07:47 AM  1000   1892292  237.00  125.00    0.00    0.00  362.00     0  java
08:07:48 AM  1000   1892292  246.00  113.00    0.00    0.00  359.00     0  java
08:07:49 AM  1000   1892292  240.00  119.00    0.00    0.00  359.00     0  java
08:07:50 AM  1000   1892292  242.00  118.00    0.00    0.00  360.00     0  java
08:07:51 AM  1000   1892292  237.00  120.00    0.00    0.00  357.00     0  java
08:07:52 AM  1000   1892292  240.00  120.00    0.00    0.00  360.00     0  java
08:07:53 AM  1000   1892292  244.00  118.00    0.00    0.00  362.00     0  java
08:07:54 AM  1000   1892292  241.00  118.00    0.00    0.00  359.00     0  java
08:07:55 AM  1000   1892292  237.00  124.00    0.00    0.00  361.00     0  java
08:07:56 AM  1000   1892292  242.00  119.00    0.00    0.00  361.00     0  java
08:07:57 AM  1000   1892292  241.00  120.00    0.00    0.00  361.00     0  java
08:07:58 AM  1000   1892292  235.00  125.00    0.00    0.00  360.00     0  java
08:07:59 AM  1000   1892292  243.00  119.00    0.00    0.00  362.00     0  java
08:08:00 AM  1000   1892292  241.00  119.00    0.00    0.00  360.00     0  java
08:08:01 AM  1000   1892292  241.00  121.00    0.00    0.00  362.00     0  java
08:08:02 AM  1000   1892292  239.00  122.00    0.00    0.00  361.00     0  java
08:08:03 AM  1000   1892292  239.00  121.00    0.00    0.00  360.00     0  java
08:08:04 AM  1000   1892292  242.00  118.00    0.00    0.00  360.00     0  java
08:08:05 AM  1000   1892292  238.00  123.00    0.00    0.00  361.00     0  java
08:08:06 AM  1000   1892292  240.00  121.00    0.00    0.00  361.00     0  java
08:08:07 AM  1000   1892292  239.00  122.00    0.00    0.00  361.00     0  java
08:08:08 AM  1000   1892292  242.00  117.00    0.00    0.00  359.00     0  java
08:08:09 AM  1000   1892292  235.00  125.00    0.00    0.00  360.00     0  java
08:08:10 AM  1000   1892292  240.00  116.00    0.00    0.00  356.00     0  java
08:08:11 AM  1000   1892292  248.00  114.00    0.00    0.00  362.00     0  java
08:08:12 AM  1000   1892292  236.00  126.00    0.00    0.00  362.00     0  java
08:08:13 AM  1000   1892292  234.00  126.00    0.00    0.00  360.00     0  java
08:08:14 AM  1000   1892292  242.00  119.00    0.00    0.00  361.00     0  java
08:08:15 AM  1000   1892292  239.00  123.00    0.00    0.00  362.00     0  java
08:08:16 AM  1000   1892292  236.00  124.00    0.00    0.00  360.00     0  java
08:08:17 AM  1000   1892292  242.00  118.00    0.00    0.00  360.00     0  java
08:08:18 AM  1000   1892292  239.00  121.00    0.00    0.00  360.00     0  java
08:08:19 AM  1000   1892292  233.00  128.00    0.00    0.00  361.00     0  java
08:08:20 AM  1000   1892292  237.00  121.00    0.00    0.00  358.00     0  java
08:08:21 AM  1000   1892292  237.00  122.00    0.00    0.00  359.00     0  java
08:08:22 AM  1000   1892292  240.00  118.00    0.00    0.00  358.00     0  java
08:08:23 AM  1000   1892292  244.00  118.00    0.00    0.00  362.00     0  java
08:08:24 AM  1000   1892292  236.00  122.00    0.00    0.00  358.00     0  java
08:08:25 AM  1000   1892292  237.00  122.00    0.00    0.00  359.00     0  java
08:08:26 AM  1000   1892292  233.00  127.00    0.00    0.00  360.00     0  java
08:08:27 AM  1000   1892292  238.00  122.00    0.00    0.00  360.00     0  java
08:08:28 AM  1000   1892292  240.00  121.00    0.00    0.00  361.00     0  java
08:08:29 AM  1000   1892292  248.00  113.00    0.00    0.00  361.00     0  java
08:08:30 AM  1000   1892292  237.00  118.00    0.00    0.00  355.00     0  java
