"Value","Percentile","TotalCount","1/(1-Percentile)"
0.56,0.000000000000,2,1.00
2.51,0.100000000000,167235,1.11
4.78,0.200000000000,332720,1.25
6.09,0.300000000000,501077,1.43
6.68,0.400000000000,665553,1.67
7.01,0.500000000000,845688,2.00
7.14,0.550000000000,927691,2.22
7.27,0.600000000000,1001919,2.50
7.44,0.650000000000,1082179,2.86
7.67,0.700000000000,1171996,3.33
7.93,0.750000000000,1251050,4.00
8.09,0.775000000000,1291216,4.44
8.29,0.800000000000,1331869,5.00
8.52,0.825000000000,1372325,5.71
8.78,0.850000000000,1410928,6.67
9.18,0.875000000000,1456121,8.00
9.37,0.887500000000,1474385,8.89
9.63,0.900000000000,1495082,10.00
9.96,0.912500000000,1516303,11.43
10.35,0.925000000000,1536740,13.33
10.88,0.937500000000,1557142,16.00
11.21,0.943750000000,1566816,17.78
11.67,0.950000000000,1577723,20.00
12.19,0.956250000000,1586887,22.86
13.04,0.962500000000,1597844,26.67
14.22,0.968750000000,1607804,32.00
15.07,0.971875000000,1613054,35.56
16.12,0.975000000000,1618194,40.00
17.43,0.978125000000,1623503,45.71
18.87,0.981250000000,1628358,53.33
20.71,0.984375000000,1633608,64.00
21.89,0.985937500000,1636287,71.11
23.07,0.987500000000,1638869,80.00
24.38,0.989062500000,1641278,91.43
25.82,0.990625000000,1643871,106.67
27.79,0.992187500000,1646503,128.00
28.97,0.992968750000,1647862,142.22
30.28,0.993750000000,1649084,160.00
31.98,0.994531250000,1650380,182.86
34.08,0.995312500000,1651758,213.33
36.44,0.996093750000,1652966,256.00
38.27,0.996484375000,1653617,284.44
40.11,0.996875000000,1654242,320.00
42.73,0.997265625000,1654943,365.71
45.88,0.997656250000,1655563,426.67
50.59,0.998046875000,1656186,512.00
53.48,0.998242187500,1656509,568.89
57.93,0.998437500000,1656837,640.00
63.18,0.998632812500,1657162,731.43
70.78,0.998828125000,1657498,853.33
78.12,0.999023437500,1657810,1024.00
82.84,0.999121093750,1657983,1137.78
88.08,0.999218750000,1658137,1280.00
93.32,0.999316406250,1658291,1462.86
100.14,0.999414062500,1658455,1706.67
109.58,0.999511718750,1658628,2048.00
114.29,0.999560546875,1658702,2275.56
119.01,0.999609375000,1658784,2560.00
126.35,0.999658203125,1658859,2925.71
136.31,0.999707031250,1658955,3413.33
146.80,0.999755859375,1659024,4096.00
156.24,0.999780273438,1659068,4551.11
160.43,0.999804687500,1659106,5120.00
165.68,0.999829101563,1659143,5851.43
180.36,0.999853515625,1659182,6826.67
203.42,0.999877929688,1659226,8192.00
216.01,0.999890136719,1659244,9102.22
229.64,0.999902343750,1659265,10240.00
251.66,0.999914550781,1659284,11702.86
285.21,0.999926757813,1659305,13653.33
438.30,0.999938964844,1659324,16384.00
700.45,0.999945068359,1659334,18204.44
713.03,0.999951171875,1659344,20480.00
796.92,0.999957275391,1659355,23405.71
822.08,0.999963378906,1659365,27306.67
843.06,0.999969482422,1659376,32768.00
855.64,0.999972534180,1659381,36408.89
859.83,0.999975585938,1659385,40960.00
880.80,0.999978637695,1659393,46811.43
885.00,0.999981689453,1659399,54613.33
889.19,0.999984741211,1659402,65536.00
893.39,0.999986267090,1659403,72817.78
905.97,0.999987792969,1659408,81920.00
905.97,0.999989318848,1659408,93622.86
910.16,0.999990844727,1659412,109226.67
914.36,0.999992370605,1659416,131072.00
914.36,0.999993133545,1659416,145635.56
914.36,0.999993896484,1659416,163840.00
926.94,0.999994659424,1659418,187245.71
926.94,0.999995422363,1659418,218453.33
931.14,0.999996185303,1659423,262144.00
931.14,0.999996566772,1659423,291271.11
931.14,0.999996948242,1659423,327680.00
931.14,0.999997329712,1659423,374491.43
931.14,0.999997711182,1659423,436906.67
931.14,0.999998092651,1659423,524288.00
931.14,0.999998283386,1659423,582542.22
931.14,0.999998474121,1659423,655360.00
931.14,0.999998664856,1659423,748982.86
935.33,0.999998855591,1659425,873813.33
935.33,1.000000000000,1659425,Infinity
