"Value","Percentile","TotalCount","1/(1-Percentile)"
1.06,0.000000000000,1,1.00
2.24,0.100000000000,10123,1.11
3.36,0.200000000000,19565,1.25
10.94,0.300000000000,29364,1.43
18.09,0.400000000000,39202,1.67
23.86,0.500000000000,49070,2.00
26.48,0.550000000000,53949,2.22
28.97,0.600000000000,58700,2.50
31.72,0.650000000000,63578,2.86
35.13,0.700000000000,68603,3.33
39.32,0.750000000000,73570,4.00
41.68,0.775000000000,75881,4.44
44.56,0.800000000000,78285,5.00
48.50,0.825000000000,80721,5.71
53.74,0.850000000000,83201,6.67
60.29,0.875000000000,85596,8.00
65.01,0.887500000000,86826,8.89
69.73,0.900000000000,88030,10.00
76.02,0.912500000000,89312,11.43
82.84,0.925000000000,90522,13.33
90.18,0.937500000000,91678,16.00
94.90,0.943750000000,92337,17.78
99.09,0.950000000000,92904,20.00
104.86,0.956250000000,93528,22.86
111.15,0.962500000000,94171,26.67
117.96,0.968750000000,94768,32.00
121.63,0.971875000000,95081,35.56
125.30,0.975000000000,95367,40.00
129.50,0.978125000000,95678,45.71
133.69,0.981250000000,95949,53.33
139.46,0.984375000000,96284,64.00
142.61,0.985937500000,96439,71.11
145.75,0.987500000000,96588,80.00
149.95,0.989062500000,96744,91.43
154.14,0.990625000000,96873,106.67
159.38,0.992187500000,97023,128.00
162.53,0.992968750000,97099,142.22
166.72,0.993750000000,97186,160.00
170.92,0.994531250000,97265,182.86
176.16,0.995312500000,97334,213.33
182.45,0.996093750000,97406,256.00
185.60,0.996484375000,97444,284.44
189.79,0.996875000000,97480,320.00
196.08,0.997265625000,97517,365.71
202.38,0.997656250000,97554,426.67
209.72,0.998046875000,97592,512.00
214.96,0.998242187500,97612,568.89
220.20,0.998437500000,97630,640.00
225.44,0.998632812500,97652,731.43
230.69,0.998828125000,97668,853.33
241.17,0.999023437500,97688,1024.00
245.37,0.999121093750,97697,1137.78
248.51,0.999218750000,97706,1280.00
251.66,0.999316406250,97718,1462.86
255.85,0.999414062500,97727,1706.67
260.05,0.999511718750,97735,2048.00
262.14,0.999560546875,97740,2275.56
266.34,0.999609375000,97744,2560.00
270.53,0.999658203125,97749,2925.71
281.02,0.999707031250,97754,3413.33
287.31,0.999755859375,97759,4096.00
291.50,0.999780273438,97762,4551.11
295.70,0.999804687500,97763,5120.00
297.80,0.999829101563,97767,5851.43
299.89,0.999853515625,97769,6826.67
301.99,0.999877929688,97772,8192.00
301.99,0.999890136719,97772,9102.22
304.09,0.999902343750,97773,10240.00
306.18,0.999914550781,97774,11702.86
310.38,0.999926757813,97775,13653.33
316.67,0.999938964844,97777,16384.00
316.67,0.999945068359,97777,18204.44
327.16,0.999951171875,97778,20480.00
327.16,0.999957275391,97778,23405.71
329.25,0.999963378906,97779,27306.67
335.54,0.999969482422,97780,32768.00
335.54,0.999972534180,97780,36408.89
335.54,0.999975585938,97780,40960.00
335.54,0.999978637695,97780,46811.43
354.42,0.999981689453,97781,54613.33
354.42,0.999984741211,97781,65536.00
354.42,0.999986267090,97781,72817.78
354.42,0.999987792969,97781,81920.00
354.42,0.999989318848,97781,93622.86
375.39,0.999990844727,97782,109226.67
375.39,1.000000000000,97782,Infinity
