"Value","Percentile","TotalCount","1/(1-Percentile)"
0.51,0.000000000000,1,1.00
5.24,0.100000000000,102639,1.11
6.95,0.200000000000,205402,1.25
7.90,0.300000000000,308913,1.43
8.52,0.400000000000,420398,1.67
9.04,0.500000000000,512507,2.00
9.37,0.550000000000,564305,2.22
9.70,0.600000000000,613034,2.50
10.16,0.650000000000,669873,2.86
10.68,0.700000000000,718543,3.33
11.40,0.750000000000,768021,4.00
11.86,0.775000000000,792256,4.44
12.39,0.800000000000,817244,5.00
12.98,0.825000000000,843005,5.71
13.63,0.850000000000,867434,6.67
14.75,0.875000000000,892961,8.00
15.60,0.887500000000,905034,8.89
16.71,0.900000000000,917924,10.00
18.35,0.912500000000,930895,11.43
20.45,0.925000000000,943213,13.33
23.07,0.937500000000,956502,16.00
24.38,0.943750000000,962361,17.78
25.95,0.950000000000,968927,20.00
27.66,0.956250000000,975097,22.86
30.02,0.962500000000,981638,26.67
32.77,0.968750000000,987956,32.00
34.60,0.971875000000,991350,35.56
36.44,0.975000000000,994258,40.00
39.06,0.978125000000,997577,45.71
41.68,0.981250000000,1000551,53.33
44.83,0.984375000000,1003831,64.00
46.40,0.985937500000,1005330,71.11
48.23,0.987500000000,1006929,80.00
50.59,0.989062500000,1008552,91.43
53.48,0.990625000000,1010075,106.67
58.20,0.992187500000,1011661,128.00
62.39,0.992968750000,1012456,142.22
68.68,0.993750000000,1013238,160.00
76.55,0.994531250000,1014035,182.86
85.98,0.995312500000,1014836,213.33
99.61,0.996093750000,1015639,256.00
106.95,0.996484375000,1016040,284.44
115.87,0.996875000000,1016427,320.00
127.40,0.997265625000,1016820,365.71
149.95,0.997656250000,1017230,426.67
178.26,0.998046875000,1017619,512.00
191.89,0.998242187500,1017819,568.89
204.47,0.998437500000,1018009,640.00
221.25,0.998632812500,1018216,731.43
242.22,0.998828125000,1018412,853.33
291.50,0.999023437500,1018607,1024.00
308.28,0.999121093750,1018711,1137.78
331.35,0.999218750000,1018806,1280.00
369.10,0.999316406250,1018908,1462.86
404.75,0.999414062500,1019005,1706.67
448.79,0.999511718750,1019108,2048.00
476.05,0.999560546875,1019156,2275.56
509.61,0.999609375000,1019204,2560.00
562.04,0.999658203125,1019255,2925.71
599.79,0.999707031250,1019304,3413.33
683.67,0.999755859375,1019356,4096.00
704.64,0.999780273438,1019382,4551.11
729.81,0.999804687500,1019409,5120.00
767.56,0.999829101563,1019428,5851.43
826.28,0.999853515625,1019461,6826.67
838.86,0.999877929688,1019479,8192.00
851.44,0.999890136719,1019490,9102.22
859.83,0.999902343750,1019503,10240.00
872.42,0.999914550781,1019516,11702.86
905.97,0.999926757813,1019528,13653.33
973.08,0.999938964844,1019540,16384.00
1031.80,0.999945068359,1019546,18204.44
1065.35,0.999951171875,1019553,20480.00
1098.91,0.999957275391,1019561,23405.71
1124.07,0.999963378906,1019565,27306.67
1157.63,0.999969482422,1019572,32768.00
1182.79,0.999972534180,1019576,36408.89
1216.35,0.999975585938,1019578,40960.00
1249.90,0.999978637695,1019581,46811.43
1308.62,0.999981689453,1019585,54613.33
1342.18,0.999984741211,1019588,65536.00
1342.18,0.999986267090,1019588,72817.78
1367.34,0.999987792969,1019590,81920.00
1442.84,0.999989318848,1019592,93622.86
1459.62,0.999990844727,1019594,109226.67
1493.17,0.999992370605,1019595,131072.00
1493.17,0.999993133545,1019595,145635.56
1509.95,0.999993896484,1019597,163840.00
1509.95,0.999994659424,1019597,187245.71
1526.73,0.999995422363,1019598,218453.33
1543.50,0.999996185303,1019600,262144.00
1543.50,0.999996566772,1019600,291271.11
1543.50,0.999996948242,1019600,327680.00
1543.50,0.999997329712,1019600,374491.43
1543.50,0.999997711182,1019600,436906.67
1610.61,0.999998092651,1019601,524288.00
1610.61,0.999998283386,1019601,582542.22
1610.61,0.999998474121,1019601,655360.00
1610.61,0.999998664856,1019601,748982.86
1610.61,0.999998855591,1019601,873813.33
1669.33,0.999999046326,1019602,1048576.00
1669.33,1.000000000000,1019602,Infinity
