Timestamp,Agent,MinConnections,MaxConnections
1780432903014,in-vm,0,100
1780432904013,in-vm,95,100
1780432905013,in-vm,96,100
1780432906011,in-vm,80,100
1780432907012,in-vm,93,100
1780432908010,in-vm,91,100
1780432909010,in-vm,95,100
1780432910010,in-vm,94,100
1780432911010,in-vm,96,100
1780432912010,in-vm,96,100
1780432913010,in-vm,86,100
1780432914011,in-vm,95,100
1780432915011,in-vm,96,100
1780432916010,in-vm,96,100
1780432917011,in-vm,96,100
1780432918011,in-vm,96,100
1780432919011,in-vm,96,100
1780432920010,in-vm,94,100
1780432921010,in-vm,96,100
1780432922011,in-vm,96,100
1780432923011,in-vm,96,100
1780432924010,in-vm,96,100
1780432925010,in-vm,95,100
1780432926011,in-vm,96,100
1780432927011,in-vm,96,100
1780432928011,in-vm,95,100
1780432929011,in-vm,96,100
1780432930011,in-vm,96,100
1780432931011,in-vm,89,100
1780432932010,in-vm,96,100
1780432933010,in-vm,96,100
1780432934011,in-vm,96,100
1780432935011,in-vm,94,100
1780432936011,in-vm,96,100
1780432937010,in-vm,96,100
1780432938010,in-vm,96,100
1780432939011,in-vm,96,100
1780432940011,in-vm,96,100
1780432941011,in-vm,96,100
1780432942011,in-vm,94,100
1780432943011,in-vm,96,100
1780432944011,in-vm,96,100
1780432945010,in-vm,96,100
1780432946010,in-vm,96,100
1780432947010,in-vm,96,100
1780432948011,in-vm,95,100
1780432949010,in-vm,96,100
1780432950011,in-vm,95,100
1780432951011,in-vm,83,100
1780432952011,in-vm,96,100
1780432953011,in-vm,96,100
1780432954011,in-vm,96,100
1780432955010,in-vm,96,100
1780432956011,in-vm,94,100
1780432957011,in-vm,96,100
1780432958010,in-vm,94,100
1780432959011,in-vm,96,100
1780432960011,in-vm,95,100
1780432961011,in-vm,96,100
1780432962011,in-vm,95,100
1780432963011,in-vm,96,100
1780432964011,in-vm,95,100
1780432965010,in-vm,93,100
1780432966011,in-vm,95,100
1780432967011,in-vm,96,100
1780432968011,in-vm,95,100
1780432969011,in-vm,95,100
1780432970016,in-vm,80,100
1780432971010,in-vm,94,100
1780432972010,in-vm,96,100
1780432973010,in-vm,93,100
1780432974010,in-vm,96,100
1780432975010,in-vm,96,100
1780432976010,in-vm,96,100
1780432977010,in-vm,96,100
1780432978011,in-vm,96,100
1780432979011,in-vm,96,100
1780432980010,in-vm,94,100
1780432981010,in-vm,96,100
1780432982011,in-vm,96,100
1780432983010,in-vm,95,100
1780432984011,in-vm,96,100
1780432985011,in-vm,96,100
1780432986011,in-vm,96,100
1780432987011,in-vm,96,100
1780432988010,in-vm,96,100
1780432989011,in-vm,96,100
1780432990010,in-vm,88,100
1780432991011,in-vm,96,100
1780432992010,in-vm,92,100
1780432993010,in-vm,96,100
1780432994010,in-vm,96,100
1780432995010,in-vm,96,100
1780432996012,in-vm,95,100
1780432997011,in-vm,96,100
1780432998010,in-vm,96,100
1780432999011,in-vm,96,100
1780433000011,in-vm,95,100
1780433001011,in-vm,96,100
1780433002010,in-vm,96,100
1780433003011,in-vm,96,100
1780433004010,in-vm,96,100
1780433005011,in-vm,96,100
1780433006010,in-vm,96,100
1780433007010,in-vm,96,100
1780433008010,in-vm,96,100
1780433009011,in-vm,86,100
1780433010010,in-vm,96,100
1780433011010,in-vm,96,100
1780433012010,in-vm,94,100
1780433013010,in-vm,95,100
1780433014011,in-vm,96,100
1780433015010,in-vm,94,100
1780433016011,in-vm,93,100
1780433017010,in-vm,96,100
1780433018010,in-vm,96,100
1780433019010,in-vm,95,100
1780433020010,in-vm,96,100
1780433021010,in-vm,94,100
1780433022010,in-vm,96,100
1780433023011,in-vm,0,100
1780433024011,in-vm,0,0
1780433025011,in-vm,0,0
1780433026011,in-vm,0,0
1780433027010,in-vm,0,0
1780433028010,in-vm,0,0
1780433029010,in-vm,0,0
1780433030011,in-vm,0,0
1780433031011,in-vm,0,0
1780433032011,in-vm,0,0
1780433033011,in-vm,0,0
1780433034011,in-vm,0,0
1780433035010,in-vm,0,0
1780433036010,in-vm,0,0
1780433037010,in-vm,0,0
1780433038010,in-vm,0,0
1780433039010,in-vm,0,0
1780433040010,in-vm,0,0
1780433041011,in-vm,0,0
1780433042011,in-vm,0,0
1780433043011,in-vm,0,0
1780433044011,in-vm,0,0
1780433045011,in-vm,0,0
1780433046011,in-vm,0,0
1780433047010,in-vm,0,0
1780433048010,in-vm,0,0
1780433049010,in-vm,0,0
1780433050010,in-vm,0,0
1780433051010,in-vm,0,0
1780433052011,in-vm,0,0
1780433053011,in-vm,0,100
1780433054011,in-vm,96,100
1780433055011,in-vm,96,100
1780433056011,in-vm,94,100
1780433057010,in-vm,96,100
1780433058011,in-vm,96,100
1780433059011,in-vm,96,100
1780433060011,in-vm,96,100
1780433061011,in-vm,96,100
1780433062011,in-vm,95,100
1780433063011,in-vm,96,100
1780433064011,in-vm,96,100
1780433065011,in-vm,96,100
1780433066011,in-vm,93,100
1780433067011,in-vm,96,100
1780433068010,in-vm,96,100
1780433069011,in-vm,96,100
1780433070011,in-vm,96,100
1780433071013,in-vm,93,100
1780433072010,in-vm,93,100
1780433073011,in-vm,96,100
1780433074011,in-vm,96,100
1780433075011,in-vm,96,100
1780433076011,in-vm,95,100
1780433077011,in-vm,95,100
1780433078011,in-vm,96,100
1780433079011,in-vm,96,100
1780433080011,in-vm,95,100
1780433081010,in-vm,95,100
1780433082011,in-vm,96,100
