Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	02/16/2026 	_x86_64_	(64 CPU)

01:33:52 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:53 PM  1000   3228447  289.00    5.00    0.00    0.00  294.00     0  java
01:33:54 PM  1000   3228447  295.00    7.00    0.00    0.00  302.00     0  java
01:33:55 PM  1000   3228447  221.00    6.00    0.00    0.00  227.00     0  java
01:33:56 PM  1000   3228447  233.00    5.00    0.00    0.00  238.00     0  java
01:33:57 PM  1000   3228447  119.00    1.00    0.00    0.00  120.00     0  java
01:33:58 PM  1000   3228447    0.00    0.00    0.00    0.00    0.00     0  java
01:33:59 PM  1000   3228447    0.00    0.00    0.00    0.00    0.00     0  java
01:34:00 PM  1000   3228447    0.00    0.00    0.00    0.00    0.00     0  java
01:34:01 PM  1000   3228447  320.00   21.00    0.00    0.00  341.00     0  java
01:34:02 PM  1000   3228447  373.00   20.00    0.00    0.00  393.00     0  java
01:34:03 PM  1000   3228447  368.00   23.00    0.00    0.00  391.00     0  java
01:34:04 PM  1000   3228447  364.00   28.00    0.00    0.00  392.00     0  java
01:34:05 PM  1000   3228447  359.00   33.00    0.00    0.00  392.00     0  java
01:34:06 PM  1000   3228447  355.00   35.00    0.00    0.00  390.00     0  java
01:34:07 PM  1000   3228447  350.00   38.00    0.00    0.00  388.00     0  java
01:34:08 PM  1000   3228447  344.00   46.00    0.00    0.00  390.00     0  java
01:34:09 PM  1000   3228447  339.00   49.00    0.00    0.00  388.00     0  java
01:34:10 PM  1000   3228447  331.00   55.00    0.00    0.00  386.00     0  java
01:34:11 PM  1000   3228447  328.00   59.00    0.00    0.00  387.00     0  java
01:34:12 PM  1000   3228447  335.00   53.00    0.00    0.00  388.00     0  java
01:34:13 PM  1000   3228447  320.00   66.00    0.00    0.00  386.00     0  java
01:34:14 PM  1000   3228447  322.00   64.00    0.00    0.00  386.00     0  java
01:34:15 PM  1000   3228447  312.00   72.00    0.00    0.00  384.00     0  java
01:34:16 PM  1000   3228447  307.00   77.00    0.00    0.00  384.00     0  java
01:34:17 PM  1000   3228447  306.00   78.00    0.00    0.00  384.00     0  java
01:34:18 PM  1000   3228447  305.00   80.00    0.00    0.00  385.00     0  java
01:34:19 PM  1000   3228447  305.00   76.00    0.00    0.00  381.00     0  java
01:34:20 PM  1000   3228447  307.00   77.00    0.00    0.00  384.00     0  java
01:34:21 PM  1000   3228447  305.00   79.00    0.00    0.00  384.00     0  java
01:34:22 PM  1000   3228447  302.00   81.00    0.00    0.00  383.00     0  java
