Phase,Metric,Start,End,Requests,Responses,Mean,StdDev,Min,p50.0,p90.0,p99.0,p99.9,p99.99,Max,ConnectionErrors,RequestTimeouts,InternalErrors,Invalid,BlockedTime,http.2xx,http.3xx,http.4xx,http.5xx,http.CacheHits,http.OtherStatus,MinSessions,MaxSessions
loadTest,getAllFruits,1780433298280,1780433328310,105629,105629,28408236,43400475,1003520,10289151,88080383,195035135,291504127,421527551,480247807,0,0,0,0,0,105629,0,0,0,0,0,0,100
warmup,getAllFruits,1780433148270,1780433268358,425098,425098,28229598,43444158,1003520,10158079,86507519,197132287,291504127,415236095,570425343,0,0,0,0,0,425098,0,0,0,0,0,0,100
