Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	02/16/2026 	_x86_64_	(64 CPU)

12:04:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:04:56 PM 100998   3077738    0.00    0.00    0.00    0.00    0.00     4  postgres
12:04:56 PM 100998   3077739    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:56 PM 100998   3077741    0.00    0.00    0.00    0.00    0.00     4  postgres
12:04:56 PM 100998   3077742    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:56 PM 100998   3077812    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077817    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077818    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077819    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:56 PM 100998   3077820    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:56 PM 100998   3077821    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077834    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077835    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077836    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077837    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077838    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077840    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077841    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077842    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077844    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077846    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077847    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077850    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:56 PM 100998   3077852    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:56 PM 100998   3077860    0.00    0.00    0.00    0.00    0.00     6  postgres

12:04:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:04:57 PM 100998   3077738    0.00    0.00    0.00    0.00    0.00     4  postgres
12:04:57 PM 100998   3077739    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:57 PM 100998   3077741    0.00    0.00    0.00    0.00    0.00     4  postgres
12:04:57 PM 100998   3077742    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:57 PM 100998   3077812    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077817    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077818    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077819    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:57 PM 100998   3077820    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:57 PM 100998   3077821    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077834    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077835    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077836    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077837    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077838    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077840    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077841    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077842    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077844    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077846    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077847    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077850    0.00    0.00    0.00    0.00    0.00     6  postgres
12:04:57 PM 100998   3077852    0.00    0.00    0.00    0.00    0.00     5  postgres
12:04:57 PM 100998   3077860    0.00    0.00    0.00    0.00    0.00     6  postgres

12:04:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:04:58 PM 100998   3077738    0.00    0.00    0.00    0.00    0.00     4  postgres
