Linux 5.14.0-570.60.1.el9_6.x86_64 *****) 	02/16/2026 	_x86_64_	(64 CPU)

09:09:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:09:36 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:37 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:38 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:39 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:40 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:41 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:42 AM  1000   2936488    0.00    0.00    0.00    0.00    0.00     0  quarkus3-runner
09:09:43 AM  1000   2936488    2.00    1.00    0.00    0.00    3.00     0  quarkus3-runner
09:09:44 AM  1000   2936488  227.00  124.00    0.00    0.00  351.00     0  quarkus3-runner
09:09:45 AM  1000   2936488  238.00  122.00    0.00    0.00  360.00     0  quarkus3-runner
09:09:46 AM  1000   2936488  234.00  143.00    0.00    0.00  377.00     0  quarkus3-runner
09:09:47 AM  1000   2936488  226.73  138.61    0.00    0.00  365.35     0  quarkus3-runner
09:09:48 AM  1000   2936488  238.00  138.00    0.00    0.00  376.00     0  quarkus3-runner
09:09:49 AM  1000   2936488  234.00  140.00    0.00    0.00  374.00     0  quarkus3-runner
09:09:50 AM  1000   2936488  233.00  136.00    0.00    0.00  369.00     0  quarkus3-runner
09:09:51 AM  1000   2936488  236.00  138.00    0.00    0.00  374.00     0  quarkus3-runner
09:09:52 AM  1000   2936488  241.00  135.00    0.00    0.00  376.00     0  quarkus3-runner
09:09:53 AM  1000   2936488  236.00  133.00    0.00    0.00  369.00     0  quarkus3-runner
09:09:54 AM  1000   2936488  237.00  137.00    0.00    0.00  374.00     0  quarkus3-runner
09:09:55 AM  1000   2936488  236.00  131.00    0.00    0.00  367.00     0  quarkus3-runner
09:09:56 AM  1000   2936488  235.00  137.00    0.00    0.00  372.00     0  quarkus3-runner
09:09:57 AM  1000   2936488  228.00  137.00    0.00    0.00  365.00     0  quarkus3-runner
09:09:58 AM  1000   2936488  231.00  137.00    0.00    0.00  368.00     0  quarkus3-runner
09:09:59 AM  1000   2936488  233.00  132.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:00 AM  1000   2936488  228.00  135.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:01 AM  1000   2936488  238.00  131.00    0.00    0.00  369.00     0  quarkus3-runner
09:10:02 AM  1000   2936488  227.00  133.00    0.00    0.00  360.00     0  quarkus3-runner
09:10:03 AM  1000   2936488  233.00  132.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:04 AM  1000   2936488  231.00  138.00    0.00    0.00  369.00     0  quarkus3-runner
09:10:05 AM  1000   2936488  232.00  130.00    0.00    0.00  362.00     0  quarkus3-runner
09:10:06 AM  1000   2936488  227.00  138.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:07 AM  1000   2936488  237.00  130.00    0.00    0.00  367.00     0  quarkus3-runner
09:10:08 AM  1000   2936488  240.00  124.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:09 AM  1000   2936488  228.00  136.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:10 AM  1000   2936488  227.00  136.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:11 AM  1000   2936488  237.00  135.00    0.00    0.00  372.00     0  quarkus3-runner
09:10:12 AM  1000   2936488  229.00  136.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:13 AM  1000   2936488  234.00  136.00    0.00    0.00  370.00     0  quarkus3-runner
09:10:14 AM  1000   2936488  229.00  134.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:15 AM  1000   2936488  232.00  133.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:16 AM  1000   2936488  233.00  137.00    0.00    0.00  370.00     0  quarkus3-runner
09:10:17 AM  1000   2936488  231.00  135.00    0.00    0.00  366.00     0  quarkus3-runner
09:10:18 AM  1000   2936488  231.00  133.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:19 AM  1000   2936488  229.00  132.00    0.00    0.00  361.00     0  quarkus3-runner
09:10:20 AM  1000   2936488  235.00  136.00    0.00    0.00  371.00     0  quarkus3-runner
09:10:21 AM  1000   2936488  229.00  135.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:22 AM  1000   2936488  228.00  136.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:23 AM  1000   2936488  234.00  129.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:24 AM  1000   2936488  232.00  136.00    0.00    0.00  368.00     0  quarkus3-runner
09:10:25 AM  1000   2936488  234.00  131.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:26 AM  1000   2936488  229.00  137.00    0.00    0.00  366.00     0  quarkus3-runner
09:10:27 AM  1000   2936488  229.00  136.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:28 AM  1000   2936488  242.00  129.00    0.00    0.00  371.00     0  quarkus3-runner
09:10:29 AM  1000   2936488  231.00  133.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:30 AM  1000   2936488  230.00  133.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:31 AM  1000   2936488  226.00  138.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:32 AM  1000   2936488  227.00  136.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:33 AM  1000   2936488  237.00  134.00    0.00    0.00  371.00     0  quarkus3-runner
09:10:34 AM  1000   2936488  229.00  135.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:35 AM  1000   2936488  233.00  133.00    0.00    0.00  366.00     0  quarkus3-runner
09:10:36 AM  1000   2936488  227.00  138.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:37 AM  1000   2936488  228.00  136.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:38 AM  1000   2936488  233.00  137.00    0.00    0.00  370.00     0  quarkus3-runner
09:10:39 AM  1000   2936488  236.00  131.00    0.00    0.00  367.00     0  quarkus3-runner
09:10:40 AM  1000   2936488  237.00  128.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:41 AM  1000   2936488  234.00  131.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:42 AM  1000   2936488  233.00  136.00    0.00    0.00  369.00     0  quarkus3-runner
09:10:43 AM  1000   2936488  223.00  141.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:44 AM  1000   2936488  228.00  136.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:45 AM  1000   2936488  235.00  129.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:46 AM  1000   2936488  229.00  135.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:47 AM  1000   2936488  232.00  138.00    0.00    0.00  370.00     0  quarkus3-runner
09:10:48 AM  1000   2936488  232.00  133.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:49 AM  1000   2936488  231.00  132.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:50 AM  1000   2936488  227.00  138.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:51 AM  1000   2936488  231.00  136.00    0.00    0.00  367.00     0  quarkus3-runner
09:10:52 AM  1000   2936488  231.00  137.00    0.00    0.00  368.00     0  quarkus3-runner
09:10:53 AM  1000   2936488  233.00  131.00    0.00    0.00  364.00     0  quarkus3-runner
09:10:54 AM  1000   2936488  231.00  134.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:55 AM  1000   2936488  235.00  132.00    0.00    0.00  367.00     0  quarkus3-runner
09:10:56 AM  1000   2936488  228.00  135.00    0.00    0.00  363.00     0  quarkus3-runner
09:10:57 AM  1000   2936488  232.00  137.00    0.00    0.00  369.00     0  quarkus3-runner
09:10:58 AM  1000   2936488  232.00  133.00    0.00    0.00  365.00     0  quarkus3-runner
09:10:59 AM  1000   2936488  236.00  128.00    0.00    0.00  364.00     0  quarkus3-runner
09:11:00 AM  1000   2936488  234.00  132.00    0.00    0.00  366.00     0  quarkus3-runner
09:11:01 AM  1000   2936488  230.00  136.00    0.00    0.00  366.00     0  quarkus3-runner
09:11:02 AM  1000   2936488  234.00  132.00    0.00    0.00  366.00     0  quarkus3-runner
