procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 390041920      0 293988    0    0     1     1    0    0  0  0 100  0  0
 0  0      0 389990272      0 342432    0    0 48920    28 4587 4462  0  0 99  0  0
 1  0      0 389973440      0 342532    0    0    92  1164 7249 4162  0  1 99  0  0
 3  0      0 389912320      0 344352    0    0  1944    84 6635 4861  2  0 98  0  0
 2  0      0 389936288      0 357116    0    0 14536     4 4603 6362  3  0 97  0  0
 3  0      0 389880352      0 369744    0    0 12572   112 3819 4911  2  0 97  0  0
 0  0      0 389829728      0 372708    0    0  2620     4 2224 1891  2  0 98  0  0
 8  1      0 389774464      0 374664    0    0  2100    16 4402 10077  2  0 98  0  0
16  0      0 389673024      0 376260    0    0  1132   832 13895 24672  6  1 94  0  0
22  0      0 389623136      0 376284    0    0     0     4 8738 22420  6  1 93  0  0
29  0      0 389556128      0 379104    0    0    16     4 10150 27308  7  1 92  0  0
24  0      0 389484320      0 379128    0    0    24    44 10292 32420  7  1 92  0  0
27  0      0 389479072      0 379188    0    0    56     4 11803 41020  7  1 92  0  0
20  0      0 389468000      0 379248    0    0    52     4 12872 47460  6  1 92  0  0
21  0      0 389444064      0 379252    0    0     0     8 15884 61095  6  2 92  0  0
26  0      0 389399296      0 379260    0    0     4   600 16042 60754  5  2 93  0  0
22  0      0 389397504      0 379268    0    0     0     4 15027 52754  6  2 93  0  0
36  0      0 389391008      0 379272    0    0     0    40 17165 62506  6  2 93  0  0
26  0      0 389385216      0 379284    0    0     0     4 17257 61903  6  2 93  0  0
42  0      0 389378176      0 379352    0    0     0     0 17039 62786  5  2 93  0  0
28  0      0 389359328      0 379428    0    0     0     8 17003 61288  5  2 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 389351296      0 379432    0    0     0     0 17346 64690  5  2 93  0  0
22  0      0 389351328      0 379440    0    0     0     4 17695 67498  5  2 93  0  0
35  0      0 389348864      0 379444    0    0     0    40 18599 68887  5  2 93  0  0
12  0      0 389348608      0 379452    0    0     0     4 18994 70796  5  2 93  0  0
35  0      0 389347584      0 379460    0    0    16   264 19482 72347  5  2 93  0  0
26  0      0 389348128      0 379468    0    0     0     0 19397 73302  5  2 92  0  0
26  0      0 389347424      0 379476    0    0     0     0 18679 72912  5  2 92  0  0
28  0      0 389346432      0 379480    0    0     0     4 20809 77732  5  2 92  0  0
28  0      0 389344320      0 379488    0    0     0    44 19984 77167  5  2 92  0  0
28  0      0 389344160      0 379564    0    0     0     4 22106 82623  5  3 92  0  0
14  0      0 389341952      0 379572    0    0     0     0 22008 84090  5  3 92  0  0
28  0      0 389340096      0 379580    0    0     0     8 21709 86949  5  3 92  0  0
18  0      0 389339904      0 379584    0    0     0   124 20774 87702  5  3 92  0  0
41  0      0 389338688      0 379564    0    0     0   540 21852 93669  5  3 92  0  0
25  0      0 389338368      0 379568    0    0     0   120 22183 94795  5  3 92  0  0
26  0      0 389336160      0 379576    0    0     0     4 30018 106725  5  3 92  0  0
21  0      0 389334400      0 379580    0    0     0     0 24437 102115  5  3 92  0  0
15  0      0 389332672      0 379588    0    0     0     8 20234 96285  5  3 92  0  0
18  0      0 389333440      0 379592    0    0     0    28 21580 103318  5  3 92  0  0
15  0      0 389333824      0 379668    0    0     0     4 24120 110633  5  3 92  0  0
22  0      0 389331616      0 379676    0    0     0    44 21590 99116  5  3 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 389319328      0 379680    0    0     0     4 21661 101423  5  3 92  0  0
18  0      0 389318112      0 379664    0    0    16     8 23276 103728  5  3 92  0  0
31  0      0 389318208      0 379668    0    0     0     4 23760 107687  5  3 92  0  0
16  0      0 389317088      0 379676    0    0     0    72 24976 111797  5  4 92  0  0
27  0      0 389317184      0 379680    0    0     0     4 27648 120512  5  4 92  0  0
29  0      0 389315808      0 379688    0    0     0    40 26723 121567  5  4 92  0  0
16  0      0 389314656      0 379700    0    0     0    12 29158 131563  4  4 91  0  0
19  0      0 389313984      0 379704    0    0     0     4 32425 141077  4  5 91  0  0
28  0      0 389312736      0 379780    0    0     0    12 35016 152630  4  5 91  0  0
30  0      0 389314688      0 379788    0    0     0     0 34860 155195  4  5 91  0  0
22  0      0 389314752      0 379796    0    0     0     8 34018 152334  4  5 91  0  0
30  0      0 389314944      0 379800    0    0     0    40 37753 162799  4  6 91  0  0
45  0      0 389312512      0 379808    0    0     0     4 37330 160609  4  5 91  0  0
29  0      0 389312768      0 379816    0    0     0    76 38335 166242  4  6 91  0  0
40  0      0 389312128      0 379820    0    0     0     8 38764 165081  4  6 91  0  0
28  0      0 389311264      0 379828    0    0     0     0 34124 170013  4  5 91  0  0
31  0      0 389309632      0 379768    0    0     0     4 30834 174143  4  5 91  0  0
32  0      0 389306720      0 379780    0    0     0    44 30891 174713  4  5 91  0  0
19  0      0 389306592      0 379856    0    0     0     4 32231 179695  4  6 90  0  0
43  0      0 389304384      0 379864    0    0     0     0 34386 183327  3  6 90  0  0
28  0      0 389305312      0 379868    0    0     0     8 34878 183707  3  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  0      0 389306336      0 379876    0    0     0   412 34255 184910  3  6 90  0  0
36  0      0 389305856      0 379884    0    0     0   392 34844 184950  3  6 90  0  0
35  0      0 389304224      0 379888    0    0     0   116 34507 185545  3  6 90  0  0
42  0      0 389304512      0 379896    0    0     0     4 35088 185521  3  6 90  0  0
30  0      0 389303456      0 379904    0    0     0     8 35860 185984  3  6 90  0  0
16  0      0 389303424      0 379912    0    0     0     0 36190 186115  3  6 90  0  0
43  0      0 389302720      0 379916    0    0     0    28 36409 186636  3  6 90  0  0
44  0      0 389304448      0 380448    0    0     0     4 36652 186118  3  6 90  0  0
23  0      0 389303488      0 380460    0    0    20    44 35694 184773  3  6 90  0  0
33  0      0 389301184      0 380464    0    0     0     4 35779 186163  3  6 90  0  0
28  0      0 389300960      0 380472    0    0     0     0 35441 186339  4  6 90  0  0
27  0      0 389299872      0 380476    0    0     0     4 35510 186896  3  6 90  0  0
18  0      0 389300704      0 380488    0    0     0     0 34927 185574  4  6 90  0  0
21  0      0 389306560      0 380428    0    0     0   540 33967 182294  4  6 90  0  0
37  0      0 389307392      0 380436    0    0     0    40 43188 182613  3  7 90  0  0
20  0      0 389312576      0 380408    0    0     0     4 49962 179508  3  7 90  0  0
38  0      0 389311104      0 380416    0    0     0     0 37596 186660  3  6 90  0  0
43  0      0 389309248      0 380492    0    0     0     8 35515 187386  3  6 90  0  0
26  0      0 389307776      0 380496    0    0     0     0 35435 187976  3  6 90  0  0
24  0      0 389307360      0 380504    0    0     0     4 35316 188941  3  6 90  0  0
41  0      0 389305920      0 380512    0    0     0    40 35560 188085  4  6 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  0      0 389304320      0 380520    0    0     0     8 35612 187927  3  6 90  0  0
46  0      0 389303296      0 380524    0    0     0    80 36131 188484  3  6 90  0  0
41  0      0 389303616      0 380536    0    0     0     0 36589 186968  3  6 90  0  0
34  0      0 389304160      0 380544    0    0     0     0 46712 182711  3  7 90  0  0
29  0      0 389305344      0 380548    0    0     0     4 43756 183570  3  7 90  0  0
36  0      0 389303168      0 380556    0    0     0    44 35268 188200  3  6 90  0  0
21  0      0 389303584      0 380632    0    0     0     8 35801 187571  4  6 90  0  0
35  0      0 389302400      0 380644    0    0     0     8 36399 187903  3  6 90  0  0
39  0      0 389300800      0 380648    0    0     0     0 36339 187322  3  6 90  0  0
